timestamp,date,day_index,slot,interval,branch,level,label,plan_owner_day_index,plan_j,B_kwh,A_kwh,Q_kwh,price_yuan_per_kwh,load_kwh,pv_kwh,qL,qB,u,gL,gB,kappa,eL,eB,e_kwh,x,y,I_kwh,S0_kwh,S1_kwh,target_soc_kwh,regular_fee_yuan,emergency_fee_yuan,cash_fee_yuan,physics_residual,schema_hash
2025-01-09T00:00:00,2025-01-09,8,0,0:00-0:10,q4_3,B2,B2_a0.9_l0.05_q50,7,143,1434.821625,1434.821625,1434.821625,0.4537,610.64,0.0,610.64,130.90025466836923,693.2813703316308,0.0,0.0,0.0,0.0,0.0,0.0,130.90025466836923,0.0,741.5402546683692,5196.841011722429,5321.02389703687,5321.02389703687,650.9785712625,0.0,650.9785712625,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:10:00,2025-01-09,8,1,0:10-0:20,q4_3,B2,B2_a0.9_l0.05_q50,8,0,1592.2532494444442,1592.2532494444442,1592.2532494444442,0.4191,593.6329,0.0,593.6329,138.88888888888923,859.731460555555,0.0,0.0,0.0,0.0,0.0,0.0,138.88888888888923,0.0,732.5217888888892,5321.02389703687,5452.785466210553,5452.785466210553,667.3133368421666,0.0,667.3133368421666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:20:00,2025-01-09,8,2,0:20-0:30,q4_3,B2,B2_a0.9_l0.05_q50,8,1,1585.3779635185183,1585.3779635185183,1585.3779635185183,0.4194,599.5246833333333,0.0,599.5246833333333,138.88888888888923,846.9643912962957,0.0,0.0,0.0,0.0,0.0,0.0,138.88888888888923,0.0,738.4135722222226,5452.785466210553,5584.547035384236,5584.547035384236,664.9075178996666,0.0,664.9075178996666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:30:00,2025-01-09,8,3,0:30-0:40,q4_3,B2,B2_a0.9_l0.05_q50,8,2,1582.375685185185,1582.375685185185,1582.375685185185,0.438,627.2983333333333,0.0,627.2983333333333,138.8888888888883,816.1884629629633,0.0,0.0,0.0,0.0,0.0,0.0,138.8888888888883,0.0,766.1872222222216,5584.547035384236,5716.3086045579175,5716.3086045579175,693.080550111111,0.0,693.080550111111,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:40:00,2025-01-09,8,4,0:40-0:50,q4_3,B2,B2_a0.9_l0.05_q50,8,3,1594.6465978703702,1594.6465978703702,1594.6465978703702,0.4088,633.51145,0.0,633.51145,138.88888888888923,822.246258981481,0.0,0.0,0.0,0.0,0.0,0.0,138.88888888888923,0.0,772.4003388888892,5716.3086045579175,5848.0701737316,5848.0701737316,651.8915292094074,0.0,651.8915292094074,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:50:00,2025-01-09,8,5,0:50-1:00,q4_3,B2,B2_a0.9_l0.05_q50,8,4,756.5709812037037,756.5709812037037,756.5709812037037,0.4364,642.2027499999999,0.0,642.2027499999999,0.0,114.36823120370377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.2027499999999,5848.0701737316,5848.0701737316,5848.0701737316,330.1675761972963,0.0,330.1675761972963,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:00:00,2025-01-09,8,6,1:00-1:10,q4_3,B2,B2_a0.9_l0.05_q50,8,5,739.376351851852,739.376351851852,739.376351851852,0.5088,659.1383333333333,0.0,659.1383333333333,0.0,80.23801851851863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.1383333333333,5848.0701737316,5848.0701737316,5848.0701737316,376.1946878222223,0.0,376.1946878222223,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:10:00,2025-01-09,8,7,1:10-1:20,q4_3,B2,B2_a0.9_l0.05_q50,8,6,736.6665596296297,736.6665596296297,736.6665596296297,0.5012,662.83455,0.0,662.83455,0.0,73.83200962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.83455,5848.0701737316,5848.0701737316,5848.0701737316,369.2172796863704,0.0,369.2172796863704,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:20:00,2025-01-09,8,8,1:20-1:30,q4_3,B2,B2_a0.9_l0.05_q50,8,7,750.1147890740741,750.1147890740741,750.1147890740741,0.478,664.9293333333333,0.0,664.9293333333333,0.0,85.18545574074085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.9293333333333,5848.0701737316,5848.0701737316,5848.0701737316,358.5548691774074,0.0,358.5548691774074,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:30:00,2025-01-09,8,9,1:30-1:40,q4_3,B2,B2_a0.9_l0.05_q50,8,8,763.6982129629628,763.6982129629628,763.6982129629628,0.4707,661.2866666666666,0.0,661.2866666666666,0.0,102.41154629629614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.2866666666666,5848.0701737316,5848.0701737316,5848.0701737316,359.4727488416666,0.0,359.4727488416666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
