date,event_hour,decision_time,max_forecast_issue_used,max_baseline_history_day,max_scenario_error_day,pass
2025-03-25,6,2025-03-25T06:00:00,2025-03-25T06:00:00,82,81,True
2025-03-25,12,2025-03-25T12:00:00,2025-03-25T12:00:00,82,81,True
2025-03-25,18,2025-03-25T18:00:00,2025-03-25T18:00:00,82,81,True
2025-03-26,0,2025-03-26T00:00:00,2025-03-26T00:00:00,83,82,True
2025-03-26,6,2025-03-26T06:00:00,2025-03-26T06:00:00,83,82,True
2025-03-26,12,2025-03-26T12:00:00,2025-03-26T12:00:00,83,82,True
2025-03-26,18,2025-03-26T18:00:00,2025-03-26T18:00:00,83,82,True
2025-03-27,0,2025-03-27T00:00:00,2025-03-27T00:00:00,84,83,True
2025-03-27,6,2025-03-27T06:00:00,2025-03-27T06:00:00,84,83,True
2025-03-27,12,2025-03-27T12:00:00,2025-03-27T12:00:00,84,83,True
2025-03-27,18,2025-03-27T18:00:00,2025-03-27T18:00:00,84,83,True
2025-03-28,0,2025-03-28T00:00:00,2025-03-28T00:00:00,85,84,True
2025-03-28,6,2025-03-28T06:00:00,2025-03-28T06:00:00,85,84,True
2025-03-28,12,2025-03-28T12:00:00,2025-03-28T12:00:00,85,84,True
2025-03-28,18,2025-03-28T18:00:00,2025-03-28T18:00:00,85,84,True
2025-03-29,0,2025-03-29T00:00:00,2025-03-29T00:00:00,86,85,True
2025-03-29,6,2025-03-29T06:00:00,2025-03-29T06:00:00,86,85,True
2025-03-29,12,2025-03-29T12:00:00,2025-03-29T12:00:00,86,85,True
2025-03-29,18,2025-03-29T18:00:00,2025-03-29T18:00:00,86,85,True
2025-03-30,0,2025-03-30T00:00:00,2025-03-30T00:00:00,87,86,True
2025-03-30,6,2025-03-30T06:00:00,2025-03-30T06:00:00,87,86,True
2025-03-30,12,2025-03-30T12:00:00,2025-03-30T12:00:00,87,86,True
2025-03-30,18,2025-03-30T18:00:00,2025-03-30T18:00:00,87,86,True
2025-03-31,0,2025-03-31T00:00:00,2025-03-31T00:00:00,88,87,True
2025-03-31,6,2025-03-31T06:00:00,2025-03-31T06:00:00,88,87,True
2025-03-31,12,2025-03-31T12:00:00,2025-03-31T12:00:00,88,87,True
2025-03-31,18,2025-03-31T18:00:00,2025-03-31T18:00:00,88,87,True
2025-04-01,0,2025-04-01T00:00:00,2025-04-01T00:00:00,89,88,True
2025-04-01,6,2025-04-01T06:00:00,2025-04-01T06:00:00,89,88,True
2025-04-01,12,2025-04-01T12:00:00,2025-04-01T12:00:00,89,88,True
2025-04-01,18,2025-04-01T18:00:00,2025-04-01T18:00:00,89,88,True
2025-04-02,0,2025-04-02T00:00:00,2025-04-02T00:00:00,90,89,True
2025-04-02,6,2025-04-02T06:00:00,2025-04-02T06:00:00,90,89,True
2025-04-02,12,2025-04-02T12:00:00,2025-04-02T12:00:00,90,89,True
2025-04-02,18,2025-04-02T18:00:00,2025-04-02T18:00:00,90,89,True
2025-04-03,0,2025-04-03T00:00:00,2025-04-03T00:00:00,91,90,True
2025-04-03,6,2025-04-03T06:00:00,2025-04-03T06:00:00,91,90,True
2025-04-03,12,2025-04-03T12:00:00,2025-04-03T12:00:00,91,90,True
2025-04-03,18,2025-04-03T18:00:00,2025-04-03T18:00:00,91,90,True
2025-04-04,0,2025-04-04T00:00:00,2025-04-04T00:00:00,92,91,True
2025-04-04,6,2025-04-04T06:00:00,2025-04-04T06:00:00,92,91,True
2025-04-04,12,2025-04-04T12:00:00,2025-04-04T12:00:00,92,91,True
2025-04-04,18,2025-04-04T18:00:00,2025-04-04T18:00:00,92,91,True
2025-04-05,0,2025-04-05T00:00:00,2025-04-05T00:00:00,93,92,True
2025-04-05,6,2025-04-05T06:00:00,2025-04-05T06:00:00,93,92,True
2025-04-05,12,2025-04-05T12:00:00,2025-04-05T12:00:00,93,92,True
2025-04-05,18,2025-04-05T18:00:00,2025-04-05T18:00:00,93,92,True
2025-04-06,0,2025-04-06T00:00:00,2025-04-06T00:00:00,94,93,True
2025-04-06,6,2025-04-06T06:00:00,2025-04-06T06:00:00,94,93,True
2025-04-06,12,2025-04-06T12:00:00,2025-04-06T12:00:00,94,93,True
2025-04-06,18,2025-04-06T18:00:00,2025-04-06T18:00:00,94,93,True
2025-04-07,0,2025-04-07T00:00:00,2025-04-07T00:00:00,95,94,True
2025-04-07,6,2025-04-07T06:00:00,2025-04-07T06:00:00,95,94,True
2025-04-07,12,2025-04-07T12:00:00,2025-04-07T12:00:00,95,94,True
2025-04-07,18,2025-04-07T18:00:00,2025-04-07T18:00:00,95,94,True
2025-04-08,0,2025-04-08T00:00:00,2025-04-08T00:00:00,96,95,True
2025-04-08,6,2025-04-08T06:00:00,2025-04-08T06:00:00,96,95,True
2025-04-08,12,2025-04-08T12:00:00,2025-04-08T12:00:00,96,95,True
2025-04-08,18,2025-04-08T18:00:00,2025-04-08T18:00:00,96,95,True
2025-04-09,0,2025-04-09T00:00:00,2025-04-09T00:00:00,97,96,True
2025-04-09,6,2025-04-09T06:00:00,2025-04-09T06:00:00,97,96,True
2025-04-09,12,2025-04-09T12:00:00,2025-04-09T12:00:00,97,96,True
2025-04-09,18,2025-04-09T18:00:00,2025-04-09T18:00:00,97,96,True
2025-04-10,0,2025-04-10T00:00:00,2025-04-10T00:00:00,98,97,True
2025-04-10,6,2025-04-10T06:00:00,2025-04-10T06:00:00,98,97,True
2025-04-10,12,2025-04-10T12:00:00,2025-04-10T12:00:00,98,97,True
2025-04-10,18,2025-04-10T18:00:00,2025-04-10T18:00:00,98,97,True
2025-04-11,0,2025-04-11T00:00:00,2025-04-11T00:00:00,99,98,True
2025-04-11,6,2025-04-11T06:00:00,2025-04-11T06:00:00,99,98,True
2025-04-11,12,2025-04-11T12:00:00,2025-04-11T12:00:00,99,98,True
2025-04-11,18,2025-04-11T18:00:00,2025-04-11T18:00:00,99,98,True
2025-04-12,0,2025-04-12T00:00:00,2025-04-12T00:00:00,100,99,True
2025-04-12,6,2025-04-12T06:00:00,2025-04-12T06:00:00,100,99,True
2025-04-12,12,2025-04-12T12:00:00,2025-04-12T12:00:00,100,99,True
2025-04-12,18,2025-04-12T18:00:00,2025-04-12T18:00:00,100,99,True
2025-04-13,0,2025-04-13T00:00:00,2025-04-13T00:00:00,101,100,True
2025-04-13,6,2025-04-13T06:00:00,2025-04-13T06:00:00,101,100,True
2025-04-13,12,2025-04-13T12:00:00,2025-04-13T12:00:00,101,100,True
2025-04-13,18,2025-04-13T18:00:00,2025-04-13T18:00:00,101,100,True
2025-04-14,0,2025-04-14T00:00:00,2025-04-14T00:00:00,102,101,True
2025-04-14,6,2025-04-14T06:00:00,2025-04-14T06:00:00,102,101,True
2025-04-14,12,2025-04-14T12:00:00,2025-04-14T12:00:00,102,101,True
2025-04-14,18,2025-04-14T18:00:00,2025-04-14T18:00:00,102,101,True
2025-04-15,0,2025-04-15T00:00:00,2025-04-15T00:00:00,103,102,True
2025-04-15,6,2025-04-15T06:00:00,2025-04-15T06:00:00,103,102,True
2025-04-15,12,2025-04-15T12:00:00,2025-04-15T12:00:00,103,102,True
2025-04-15,18,2025-04-15T18:00:00,2025-04-15T18:00:00,103,102,True
2025-04-16,0,2025-04-16T00:00:00,2025-04-16T00:00:00,104,103,True
2025-04-16,6,2025-04-16T06:00:00,2025-04-16T06:00:00,104,103,True
2025-04-16,12,2025-04-16T12:00:00,2025-04-16T12:00:00,104,103,True
2025-04-16,18,2025-04-16T18:00:00,2025-04-16T18:00:00,104,103,True
2025-04-17,0,2025-04-17T00:00:00,2025-04-17T00:00:00,105,104,True
2025-04-17,6,2025-04-17T06:00:00,2025-04-17T06:00:00,105,104,True
2025-04-17,12,2025-04-17T12:00:00,2025-04-17T12:00:00,105,104,True
2025-04-17,18,2025-04-17T18:00:00,2025-04-17T18:00:00,105,104,True
2025-04-18,0,2025-04-18T00:00:00,2025-04-18T00:00:00,106,105,True
2025-04-18,6,2025-04-18T06:00:00,2025-04-18T06:00:00,106,105,True
2025-04-18,12,2025-04-18T12:00:00,2025-04-18T12:00:00,106,105,True
2025-04-18,18,2025-04-18T18:00:00,2025-04-18T18:00:00,106,105,True
2025-04-19,0,2025-04-19T00:00:00,2025-04-19T00:00:00,107,106,True
2025-04-19,6,2025-04-19T06:00:00,2025-04-19T06:00:00,107,106,True
2025-04-19,12,2025-04-19T12:00:00,2025-04-19T12:00:00,107,106,True
2025-04-19,18,2025-04-19T18:00:00,2025-04-19T18:00:00,107,106,True
2025-04-20,0,2025-04-20T00:00:00,2025-04-20T00:00:00,108,107,True
2025-04-20,6,2025-04-20T06:00:00,2025-04-20T06:00:00,108,107,True
2025-04-20,12,2025-04-20T12:00:00,2025-04-20T12:00:00,108,107,True
2025-04-20,18,2025-04-20T18:00:00,2025-04-20T18:00:00,108,107,True
2025-04-21,0,2025-04-21T00:00:00,2025-04-21T00:00:00,109,108,True
2025-04-21,6,2025-04-21T06:00:00,2025-04-21T06:00:00,109,108,True
2025-04-21,12,2025-04-21T12:00:00,2025-04-21T12:00:00,109,108,True
2025-04-21,18,2025-04-21T18:00:00,2025-04-21T18:00:00,109,108,True
2025-04-22,0,2025-04-22T00:00:00,2025-04-22T00:00:00,110,109,True
2025-04-22,6,2025-04-22T06:00:00,2025-04-22T06:00:00,110,109,True
2025-04-22,12,2025-04-22T12:00:00,2025-04-22T12:00:00,110,109,True
2025-04-22,18,2025-04-22T18:00:00,2025-04-22T18:00:00,110,109,True
2025-04-23,0,2025-04-23T00:00:00,2025-04-23T00:00:00,111,110,True
2025-04-23,6,2025-04-23T06:00:00,2025-04-23T06:00:00,111,110,True
2025-04-23,12,2025-04-23T12:00:00,2025-04-23T12:00:00,111,110,True
2025-04-23,18,2025-04-23T18:00:00,2025-04-23T18:00:00,111,110,True
2025-04-24,0,2025-04-24T00:00:00,2025-04-24T00:00:00,112,111,True
2025-04-24,6,2025-04-24T06:00:00,2025-04-24T06:00:00,112,111,True
2025-04-24,12,2025-04-24T12:00:00,2025-04-24T12:00:00,112,111,True
2025-04-24,18,2025-04-24T18:00:00,2025-04-24T18:00:00,112,111,True
2025-04-25,0,2025-04-25T00:00:00,2025-04-25T00:00:00,113,112,True
2025-04-25,6,2025-04-25T06:00:00,2025-04-25T06:00:00,113,112,True
2025-04-25,12,2025-04-25T12:00:00,2025-04-25T12:00:00,113,112,True
2025-04-25,18,2025-04-25T18:00:00,2025-04-25T18:00:00,113,112,True
2025-04-26,0,2025-04-26T00:00:00,2025-04-26T00:00:00,114,113,True
2025-04-26,6,2025-04-26T06:00:00,2025-04-26T06:00:00,114,113,True
2025-04-26,12,2025-04-26T12:00:00,2025-04-26T12:00:00,114,113,True
2025-04-26,18,2025-04-26T18:00:00,2025-04-26T18:00:00,114,113,True
2025-04-27,0,2025-04-27T00:00:00,2025-04-27T00:00:00,115,114,True
2025-04-27,6,2025-04-27T06:00:00,2025-04-27T06:00:00,115,114,True
2025-04-27,12,2025-04-27T12:00:00,2025-04-27T12:00:00,115,114,True
2025-04-27,18,2025-04-27T18:00:00,2025-04-27T18:00:00,115,114,True
2025-04-28,0,2025-04-28T00:00:00,2025-04-28T00:00:00,116,115,True
2025-04-28,6,2025-04-28T06:00:00,2025-04-28T06:00:00,116,115,True
2025-04-28,12,2025-04-28T12:00:00,2025-04-28T12:00:00,116,115,True
2025-04-28,18,2025-04-28T18:00:00,2025-04-28T18:00:00,116,115,True
2025-04-29,0,2025-04-29T00:00:00,2025-04-29T00:00:00,117,116,True
2025-04-29,6,2025-04-29T06:00:00,2025-04-29T06:00:00,117,116,True
2025-04-29,12,2025-04-29T12:00:00,2025-04-29T12:00:00,117,116,True
2025-04-29,18,2025-04-29T18:00:00,2025-04-29T18:00:00,117,116,True
2025-04-30,0,2025-04-30T00:00:00,2025-04-30T00:00:00,118,117,True
2025-04-30,6,2025-04-30T06:00:00,2025-04-30T06:00:00,118,117,True
2025-04-30,12,2025-04-30T12:00:00,2025-04-30T12:00:00,118,117,True
2025-04-30,18,2025-04-30T18:00:00,2025-04-30T18:00:00,118,117,True
2025-05-01,0,2025-05-01T00:00:00,2025-05-01T00:00:00,119,118,True
2025-05-01,6,2025-05-01T06:00:00,2025-05-01T06:00:00,119,118,True
2025-05-01,12,2025-05-01T12:00:00,2025-05-01T12:00:00,119,118,True
2025-05-01,18,2025-05-01T18:00:00,2025-05-01T18:00:00,119,118,True
2025-05-02,0,2025-05-02T00:00:00,2025-05-02T00:00:00,120,119,True
2025-05-02,6,2025-05-02T06:00:00,2025-05-02T06:00:00,120,119,True
2025-05-02,12,2025-05-02T12:00:00,2025-05-02T12:00:00,120,119,True
2025-05-02,18,2025-05-02T18:00:00,2025-05-02T18:00:00,120,119,True
2025-05-03,0,2025-05-03T00:00:00,2025-05-03T00:00:00,121,120,True
2025-05-03,6,2025-05-03T06:00:00,2025-05-03T06:00:00,121,120,True
2025-05-03,12,2025-05-03T12:00:00,2025-05-03T12:00:00,121,120,True
2025-05-03,18,2025-05-03T18:00:00,2025-05-03T18:00:00,121,120,True
2025-05-04,0,2025-05-04T00:00:00,2025-05-04T00:00:00,122,121,True
2025-05-04,6,2025-05-04T06:00:00,2025-05-04T06:00:00,122,121,True
2025-05-04,12,2025-05-04T12:00:00,2025-05-04T12:00:00,122,121,True
2025-05-04,18,2025-05-04T18:00:00,2025-05-04T18:00:00,122,121,True
2025-05-05,0,2025-05-05T00:00:00,2025-05-05T00:00:00,123,122,True
2025-05-05,6,2025-05-05T06:00:00,2025-05-05T06:00:00,123,122,True
2025-05-05,12,2025-05-05T12:00:00,2025-05-05T12:00:00,123,122,True
2025-05-05,18,2025-05-05T18:00:00,2025-05-05T18:00:00,123,122,True
2025-05-06,0,2025-05-06T00:00:00,2025-05-06T00:00:00,124,123,True
2025-05-06,6,2025-05-06T06:00:00,2025-05-06T06:00:00,124,123,True
2025-05-06,12,2025-05-06T12:00:00,2025-05-06T12:00:00,124,123,True
2025-05-06,18,2025-05-06T18:00:00,2025-05-06T18:00:00,124,123,True
2025-05-07,0,2025-05-07T00:00:00,2025-05-07T00:00:00,125,124,True
2025-05-07,6,2025-05-07T06:00:00,2025-05-07T06:00:00,125,124,True
2025-05-07,12,2025-05-07T12:00:00,2025-05-07T12:00:00,125,124,True
2025-05-07,18,2025-05-07T18:00:00,2025-05-07T18:00:00,125,124,True
2025-05-08,0,2025-05-08T00:00:00,2025-05-08T00:00:00,126,125,True
2025-05-08,6,2025-05-08T06:00:00,2025-05-08T06:00:00,126,125,True
2025-05-08,12,2025-05-08T12:00:00,2025-05-08T12:00:00,126,125,True
2025-05-08,18,2025-05-08T18:00:00,2025-05-08T18:00:00,126,125,True
2025-05-09,0,2025-05-09T00:00:00,2025-05-09T00:00:00,127,126,True
2025-05-09,6,2025-05-09T06:00:00,2025-05-09T06:00:00,127,126,True
2025-05-09,12,2025-05-09T12:00:00,2025-05-09T12:00:00,127,126,True
2025-05-09,18,2025-05-09T18:00:00,2025-05-09T18:00:00,127,126,True
2025-05-10,0,2025-05-10T00:00:00,2025-05-10T00:00:00,128,127,True
2025-05-10,6,2025-05-10T06:00:00,2025-05-10T06:00:00,128,127,True
2025-05-10,12,2025-05-10T12:00:00,2025-05-10T12:00:00,128,127,True
2025-05-10,18,2025-05-10T18:00:00,2025-05-10T18:00:00,128,127,True
2025-05-11,0,2025-05-11T00:00:00,2025-05-11T00:00:00,129,128,True
2025-05-11,6,2025-05-11T06:00:00,2025-05-11T06:00:00,129,128,True
2025-05-11,12,2025-05-11T12:00:00,2025-05-11T12:00:00,129,128,True
2025-05-11,18,2025-05-11T18:00:00,2025-05-11T18:00:00,129,128,True
2025-05-12,0,2025-05-12T00:00:00,2025-05-12T00:00:00,130,129,True
2025-05-12,6,2025-05-12T06:00:00,2025-05-12T06:00:00,130,129,True
2025-05-12,12,2025-05-12T12:00:00,2025-05-12T12:00:00,130,129,True
2025-05-12,18,2025-05-12T18:00:00,2025-05-12T18:00:00,130,129,True
2025-05-13,0,2025-05-13T00:00:00,2025-05-13T00:00:00,131,130,True
2025-05-13,6,2025-05-13T06:00:00,2025-05-13T06:00:00,131,130,True
2025-05-13,12,2025-05-13T12:00:00,2025-05-13T12:00:00,131,130,True
2025-05-13,18,2025-05-13T18:00:00,2025-05-13T18:00:00,131,130,True
2025-05-14,0,2025-05-14T00:00:00,2025-05-14T00:00:00,132,131,True
2025-05-14,6,2025-05-14T06:00:00,2025-05-14T06:00:00,132,131,True
2025-05-14,12,2025-05-14T12:00:00,2025-05-14T12:00:00,132,131,True
2025-05-14,18,2025-05-14T18:00:00,2025-05-14T18:00:00,132,131,True
2025-05-15,0,2025-05-15T00:00:00,2025-05-15T00:00:00,133,132,True
2025-05-15,6,2025-05-15T06:00:00,2025-05-15T06:00:00,133,132,True
2025-05-15,12,2025-05-15T12:00:00,2025-05-15T12:00:00,133,132,True
2025-05-15,18,2025-05-15T18:00:00,2025-05-15T18:00:00,133,132,True
2025-05-16,0,2025-05-16T00:00:00,2025-05-16T00:00:00,134,133,True
2025-05-16,6,2025-05-16T06:00:00,2025-05-16T06:00:00,134,133,True
2025-05-16,12,2025-05-16T12:00:00,2025-05-16T12:00:00,134,133,True
2025-05-16,18,2025-05-16T18:00:00,2025-05-16T18:00:00,134,133,True
2025-05-17,0,2025-05-17T00:00:00,2025-05-17T00:00:00,135,134,True
2025-05-17,6,2025-05-17T06:00:00,2025-05-17T06:00:00,135,134,True
2025-05-17,12,2025-05-17T12:00:00,2025-05-17T12:00:00,135,134,True
2025-05-17,18,2025-05-17T18:00:00,2025-05-17T18:00:00,135,134,True
2025-05-18,0,2025-05-18T00:00:00,2025-05-18T00:00:00,136,135,True
2025-05-18,6,2025-05-18T06:00:00,2025-05-18T06:00:00,136,135,True
2025-05-18,12,2025-05-18T12:00:00,2025-05-18T12:00:00,136,135,True
2025-05-18,18,2025-05-18T18:00:00,2025-05-18T18:00:00,136,135,True
2025-05-19,0,2025-05-19T00:00:00,2025-05-19T00:00:00,137,136,True
2025-05-19,6,2025-05-19T06:00:00,2025-05-19T06:00:00,137,136,True
2025-05-19,12,2025-05-19T12:00:00,2025-05-19T12:00:00,137,136,True
2025-05-19,18,2025-05-19T18:00:00,2025-05-19T18:00:00,137,136,True
2025-05-20,0,2025-05-20T00:00:00,2025-05-20T00:00:00,138,137,True
2025-05-20,6,2025-05-20T06:00:00,2025-05-20T06:00:00,138,137,True
2025-05-20,12,2025-05-20T12:00:00,2025-05-20T12:00:00,138,137,True
2025-05-20,18,2025-05-20T18:00:00,2025-05-20T18:00:00,138,137,True
2025-05-21,0,2025-05-21T00:00:00,2025-05-21T00:00:00,139,138,True
2025-05-21,6,2025-05-21T06:00:00,2025-05-21T06:00:00,139,138,True
2025-05-21,12,2025-05-21T12:00:00,2025-05-21T12:00:00,139,138,True
2025-05-21,18,2025-05-21T18:00:00,2025-05-21T18:00:00,139,138,True
2025-05-22,0,2025-05-22T00:00:00,2025-05-22T00:00:00,140,139,True
2025-05-22,6,2025-05-22T06:00:00,2025-05-22T06:00:00,140,139,True
2025-05-22,12,2025-05-22T12:00:00,2025-05-22T12:00:00,140,139,True
2025-05-22,18,2025-05-22T18:00:00,2025-05-22T18:00:00,140,139,True
2025-05-23,0,2025-05-23T00:00:00,2025-05-23T00:00:00,141,140,True
2025-05-23,6,2025-05-23T06:00:00,2025-05-23T06:00:00,141,140,True
2025-05-23,12,2025-05-23T12:00:00,2025-05-23T12:00:00,141,140,True
2025-05-23,18,2025-05-23T18:00:00,2025-05-23T18:00:00,141,140,True
2025-05-24,0,2025-05-24T00:00:00,2025-05-24T00:00:00,142,141,True
2025-05-24,6,2025-05-24T06:00:00,2025-05-24T06:00:00,142,141,True
2025-05-24,12,2025-05-24T12:00:00,2025-05-24T12:00:00,142,141,True
2025-05-24,18,2025-05-24T18:00:00,2025-05-24T18:00:00,142,141,True
2025-05-25,0,2025-05-25T00:00:00,2025-05-25T00:00:00,143,142,True
2025-05-25,6,2025-05-25T06:00:00,2025-05-25T06:00:00,143,142,True
2025-05-25,12,2025-05-25T12:00:00,2025-05-25T12:00:00,143,142,True
2025-05-25,18,2025-05-25T18:00:00,2025-05-25T18:00:00,143,142,True
2025-05-26,0,2025-05-26T00:00:00,2025-05-26T00:00:00,144,143,True
2025-05-26,6,2025-05-26T06:00:00,2025-05-26T06:00:00,144,143,True
2025-05-26,12,2025-05-26T12:00:00,2025-05-26T12:00:00,144,143,True
2025-05-26,18,2025-05-26T18:00:00,2025-05-26T18:00:00,144,143,True
2025-05-27,0,2025-05-27T00:00:00,2025-05-27T00:00:00,145,144,True
2025-05-27,6,2025-05-27T06:00:00,2025-05-27T06:00:00,145,144,True
2025-05-27,12,2025-05-27T12:00:00,2025-05-27T12:00:00,145,144,True
2025-05-27,18,2025-05-27T18:00:00,2025-05-27T18:00:00,145,144,True
2025-05-28,0,2025-05-28T00:00:00,2025-05-28T00:00:00,146,145,True
2025-05-28,6,2025-05-28T06:00:00,2025-05-28T06:00:00,146,145,True
2025-05-28,12,2025-05-28T12:00:00,2025-05-28T12:00:00,146,145,True
2025-05-28,18,2025-05-28T18:00:00,2025-05-28T18:00:00,146,145,True
2025-05-29,0,2025-05-29T00:00:00,2025-05-29T00:00:00,147,146,True
2025-05-29,6,2025-05-29T06:00:00,2025-05-29T06:00:00,147,146,True
2025-05-29,12,2025-05-29T12:00:00,2025-05-29T12:00:00,147,146,True
2025-05-29,18,2025-05-29T18:00:00,2025-05-29T18:00:00,147,146,True
2025-05-30,0,2025-05-30T00:00:00,2025-05-30T00:00:00,148,147,True
2025-05-30,6,2025-05-30T06:00:00,2025-05-30T06:00:00,148,147,True
2025-05-30,12,2025-05-30T12:00:00,2025-05-30T12:00:00,148,147,True
2025-05-30,18,2025-05-30T18:00:00,2025-05-30T18:00:00,148,147,True
2025-05-31,0,2025-05-31T00:00:00,2025-05-31T00:00:00,149,148,True
2025-05-31,6,2025-05-31T06:00:00,2025-05-31T06:00:00,149,148,True
2025-05-31,12,2025-05-31T12:00:00,2025-05-31T12:00:00,149,148,True
2025-05-31,18,2025-05-31T18:00:00,2025-05-31T18:00:00,149,148,True
2025-06-01,0,2025-06-01T00:00:00,2025-06-01T00:00:00,150,149,True
2025-06-01,6,2025-06-01T06:00:00,2025-06-01T06:00:00,150,149,True
2025-06-01,12,2025-06-01T12:00:00,2025-06-01T12:00:00,150,149,True
2025-06-01,18,2025-06-01T18:00:00,2025-06-01T18:00:00,150,149,True
2025-06-02,0,2025-06-02T00:00:00,2025-06-02T00:00:00,151,150,True
2025-06-02,6,2025-06-02T06:00:00,2025-06-02T06:00:00,151,150,True
2025-06-02,12,2025-06-02T12:00:00,2025-06-02T12:00:00,151,150,True
2025-06-02,18,2025-06-02T18:00:00,2025-06-02T18:00:00,151,150,True
2025-06-03,0,2025-06-03T00:00:00,2025-06-03T00:00:00,152,151,True
2025-06-03,6,2025-06-03T06:00:00,2025-06-03T06:00:00,152,151,True
2025-06-03,12,2025-06-03T12:00:00,2025-06-03T12:00:00,152,151,True
2025-06-03,18,2025-06-03T18:00:00,2025-06-03T18:00:00,152,151,True
2025-06-04,0,2025-06-04T00:00:00,2025-06-04T00:00:00,153,152,True
2025-06-04,6,2025-06-04T06:00:00,2025-06-04T06:00:00,153,152,True
2025-06-04,12,2025-06-04T12:00:00,2025-06-04T12:00:00,153,152,True
2025-06-04,18,2025-06-04T18:00:00,2025-06-04T18:00:00,153,152,True
2025-06-05,0,2025-06-05T00:00:00,2025-06-05T00:00:00,154,153,True
2025-06-05,6,2025-06-05T06:00:00,2025-06-05T06:00:00,154,153,True
2025-06-05,12,2025-06-05T12:00:00,2025-06-05T12:00:00,154,153,True
2025-06-05,18,2025-06-05T18:00:00,2025-06-05T18:00:00,154,153,True
2025-06-06,0,2025-06-06T00:00:00,2025-06-06T00:00:00,155,154,True
2025-06-06,6,2025-06-06T06:00:00,2025-06-06T06:00:00,155,154,True
2025-06-06,12,2025-06-06T12:00:00,2025-06-06T12:00:00,155,154,True
2025-06-06,18,2025-06-06T18:00:00,2025-06-06T18:00:00,155,154,True
2025-06-07,0,2025-06-07T00:00:00,2025-06-07T00:00:00,156,155,True
2025-06-07,6,2025-06-07T06:00:00,2025-06-07T06:00:00,156,155,True
2025-06-07,12,2025-06-07T12:00:00,2025-06-07T12:00:00,156,155,True
2025-06-07,18,2025-06-07T18:00:00,2025-06-07T18:00:00,156,155,True
2025-06-08,0,2025-06-08T00:00:00,2025-06-08T00:00:00,157,156,True
2025-06-08,6,2025-06-08T06:00:00,2025-06-08T06:00:00,157,156,True
2025-06-08,12,2025-06-08T12:00:00,2025-06-08T12:00:00,157,156,True
2025-06-08,18,2025-06-08T18:00:00,2025-06-08T18:00:00,157,156,True
2025-06-09,0,2025-06-09T00:00:00,2025-06-09T00:00:00,158,157,True
2025-06-09,6,2025-06-09T06:00:00,2025-06-09T06:00:00,158,157,True
2025-06-09,12,2025-06-09T12:00:00,2025-06-09T12:00:00,158,157,True
2025-06-09,18,2025-06-09T18:00:00,2025-06-09T18:00:00,158,157,True
2025-06-10,0,2025-06-10T00:00:00,2025-06-10T00:00:00,159,158,True
2025-06-10,6,2025-06-10T06:00:00,2025-06-10T06:00:00,159,158,True
2025-06-10,12,2025-06-10T12:00:00,2025-06-10T12:00:00,159,158,True
2025-06-10,18,2025-06-10T18:00:00,2025-06-10T18:00:00,159,158,True
2025-06-11,0,2025-06-11T00:00:00,2025-06-11T00:00:00,160,159,True
2025-06-11,6,2025-06-11T06:00:00,2025-06-11T06:00:00,160,159,True
2025-06-11,12,2025-06-11T12:00:00,2025-06-11T12:00:00,160,159,True
2025-06-11,18,2025-06-11T18:00:00,2025-06-11T18:00:00,160,159,True
2025-06-12,0,2025-06-12T00:00:00,2025-06-12T00:00:00,161,160,True
2025-06-12,6,2025-06-12T06:00:00,2025-06-12T06:00:00,161,160,True
2025-06-12,12,2025-06-12T12:00:00,2025-06-12T12:00:00,161,160,True
2025-06-12,18,2025-06-12T18:00:00,2025-06-12T18:00:00,161,160,True
2025-06-13,0,2025-06-13T00:00:00,2025-06-13T00:00:00,162,161,True
2025-06-13,6,2025-06-13T06:00:00,2025-06-13T06:00:00,162,161,True
2025-06-13,12,2025-06-13T12:00:00,2025-06-13T12:00:00,162,161,True
2025-06-13,18,2025-06-13T18:00:00,2025-06-13T18:00:00,162,161,True
2025-06-14,0,2025-06-14T00:00:00,2025-06-14T00:00:00,163,162,True
2025-06-14,6,2025-06-14T06:00:00,2025-06-14T06:00:00,163,162,True
2025-06-14,12,2025-06-14T12:00:00,2025-06-14T12:00:00,163,162,True
2025-06-14,18,2025-06-14T18:00:00,2025-06-14T18:00:00,163,162,True
2025-06-15,0,2025-06-15T00:00:00,2025-06-15T00:00:00,164,163,True
2025-06-15,6,2025-06-15T06:00:00,2025-06-15T06:00:00,164,163,True
2025-06-15,12,2025-06-15T12:00:00,2025-06-15T12:00:00,164,163,True
2025-06-15,18,2025-06-15T18:00:00,2025-06-15T18:00:00,164,163,True
2025-06-16,0,2025-06-16T00:00:00,2025-06-16T00:00:00,165,164,True
2025-06-16,6,2025-06-16T06:00:00,2025-06-16T06:00:00,165,164,True
2025-06-16,12,2025-06-16T12:00:00,2025-06-16T12:00:00,165,164,True
2025-06-16,18,2025-06-16T18:00:00,2025-06-16T18:00:00,165,164,True
2025-06-17,0,2025-06-17T00:00:00,2025-06-17T00:00:00,166,165,True
2025-06-17,6,2025-06-17T06:00:00,2025-06-17T06:00:00,166,165,True
2025-06-17,12,2025-06-17T12:00:00,2025-06-17T12:00:00,166,165,True
2025-06-17,18,2025-06-17T18:00:00,2025-06-17T18:00:00,166,165,True
2025-06-18,0,2025-06-18T00:00:00,2025-06-18T00:00:00,167,166,True
