strategy,date,event_hour,slot_j,slot_label,old_kwh,new_kwh,delta_kwh,legal
D,2025-02-14,6,94,15:50-16:00,232.81950777777774,274.8228911111112,42.00338333333343,True
D,2025-02-14,6,95,16:00-16:10,253.37711111111133,276.550558880428,23.17344776931668,True
D,2025-02-14,6,96,16:10-16:20,254.01603444444459,293.6212552777776,39.60522083333302,True
D,2025-02-14,6,97,16:20-16:30,349.6902955555551,384.89513472222217,35.20483916666706,True
D,2025-02-14,6,98,16:30-16:40,446.7878583333335,482.9012598833304,36.11340154999692,True
D,2025-02-14,12,71,12:00-12:10,596.1767166666666,0.0,-596.1767166666666,True
D,2025-02-14,12,72,12:10-12:20,630.1217965740743,0.0,-630.1217965740743,True
D,2025-02-14,12,73,12:20-12:30,621.4233946296293,0.0,-621.4233946296293,True
D,2025-02-14,12,74,12:30-12:40,593.5195999999997,0.0,-593.5195999999997,True
D,2025-02-14,12,75,12:40-12:50,500.3791764814815,0.0,-500.3791764814815,True
D,2025-02-14,12,89,15:00-15:10,0.0,10.634233333333441,10.634233333333441,True
D,2025-02-14,12,90,15:10-15:20,61.93282833333331,124.03885611111093,62.10602777777762,True
D,2025-02-14,12,91,15:20-15:30,119.0856736111109,127.45891666666671,8.373243055555804,True
D,2025-02-14,12,92,15:30-15:40,128.28863743827256,180.19303333333323,51.904395895060674,True
D,2025-02-14,12,93,15:40-15:50,204.11317858710456,236.31103416666662,32.19785557956206,True
D,2025-02-14,12,94,15:50-16:00,274.8228911111112,271.5010283333334,-3.321862777777767,True
D,2025-02-14,12,95,16:00-16:10,276.550558880428,288.4627333333334,11.91217445290539,True
D,2025-02-14,12,96,16:10-16:20,293.6212552777776,327.5259052777777,33.90465000000012,True
D,2025-02-14,12,97,16:20-16:30,384.89513472222217,413.44821805555546,28.55308333333329,True
D,2025-02-14,12,98,16:30-16:40,482.9012598833304,490.8078333333305,7.90657345000011,True
D,2025-02-14,18,107,18:00-18:10,423.24658333333326,422.5697666666665,-0.6768166666667526,True
D,2025-02-14,18,109,18:20-18:30,532.0125016666667,530.679207314815,-1.3332943518516913,True
D,2025-02-14,18,110,18:30-18:40,414.93583333333333,414.62722058642066,-0.30861274691267226,True
D,2025-02-14,18,124,20:50-21:00,637.2611532150652,637.2424019804974,-0.018751234567730535,True
D,2025-02-15,6,71,12:00-12:10,257.34345641975017,0.0,-257.34345641975017,True
D,2025-02-15,6,72,12:10-12:20,518.3849996296298,0.0,-518.3849996296298,True
D,2025-02-15,6,75,12:40-12:50,491.46614953703704,0.0,-491.46614953703704,True
D,2025-02-16,6,64,10:50-11:00,153.8393280555556,0.0,-153.8393280555556,True
D,2025-02-16,6,65,11:00-11:10,985.2975685185187,710.5864403165925,-274.71112820192616,True
D,2025-02-16,6,66,11:10-11:20,946.4294398148148,701.6218911111109,-244.8075487037039,True
D,2025-02-16,6,67,11:20-11:30,880.4640058333335,684.0984297222224,-196.36557611111118,True
D,2025-02-16,6,68,11:30-11:40,826.4618194444445,728.430875,-98.03094444444446,True
D,2025-02-16,6,69,11:40-11:50,822.808086574074,676.2307477777777,-146.57733879629632,True
D,2025-02-16,6,70,11:50-12:00,798.4800420370369,592.472718888889,-206.00732314814798,True
D,2025-02-16,6,71,12:00-12:10,747.4361166666667,557.8646833333333,-189.5714333333334,True
D,2025-02-16,6,72,12:10-12:20,738.4374618518518,602.9835200000002,-135.4539418518516,True
D,2025-02-16,6,73,12:20-12:30,751.7780276851852,644.2589816666666,-107.51904601851857,True
D,2025-02-16,6,74,12:30-12:40,757.9740999999999,644.8710749999999,-113.103025,True
D,2025-02-16,6,75,12:40-12:50,724.0523384259258,617.8622008333335,-106.19013759259224,True
D,2025-02-16,6,89,15:00-15:10,664.3077554709212,193.0764499999999,-471.23130547092126,True
D,2025-02-16,6,90,15:10-15:20,1139.796107222222,664.9516704321002,-474.8444367901218,True
D,2025-02-16,6,91,15:20-15:30,373.2618741666667,310.3301022222223,-62.93177194444439,True
D,2025-02-16,6,92,15:30-15:40,441.7709833333333,383.09385833333323,-58.677125000000046,True
D,2025-02-16,12,71,12:00-12:10,557.8646833333333,747.4361166666669,189.57143333333352,True
D,2025-02-16,12,72,12:10-12:20,602.9835200000002,738.4374618518519,135.4539418518517,True
D,2025-02-16,12,73,12:20-12:30,644.2589816666666,751.7780276851853,107.51904601851868,True
D,2025-02-16,12,74,12:30-12:40,644.8710749999999,757.9740999999998,113.10302499999989,True
D,2025-02-16,12,75,12:40-12:50,617.8622008333335,724.0523384259259,106.19013759259235,True
D,2025-02-16,12,89,15:00-15:10,193.0764499999999,664.3077554709212,471.23130547092126,True
D,2025-02-16,12,90,15:10-15:20,664.9516704321002,1076.3170661111108,411.3653956790106,True
D,2025-02-16,12,91,15:20-15:30,310.3301022222223,373.26187416666676,62.93177194444445,True
D,2025-02-16,12,92,15:30-15:40,383.09385833333323,441.7709833333332,58.67712499999999,True
D,2025-02-16,18,107,18:00-18:10,549.7620740740741,577.8577166666666,28.095642592592526,True
D,2025-02-16,18,108,18:10-18:20,288.2145631666665,574.4243332407408,286.2097700740743,True
D,2025-02-17,6,37,6:20-6:30,822.0382580555556,579.8370527891402,-242.2012052664154,True
D,2025-02-17,6,38,6:30-6:40,516.1292943169163,130.93639166666685,-385.1929026502495,True
D,2025-02-17,6,64,10:50-11:00,362.0304652777778,7.337951666666413,-354.6925136111114,True
D,2025-02-17,6,65,11:00-11:10,1191.9261351851853,825.0131666666666,-366.9129685185187,True
D,2025-02-17,6,66,11:10-11:20,1167.0405475925922,760.0572822222218,-406.9832653703704,True
D,2025-02-17,6,67,11:20-11:30,1108.6486072222224,756.4150644444446,-352.23354277777776,True
D,2025-02-17,6,68,11:30-11:40,1054.1648111111112,806.57365,-247.5911611111112,True
D,2025-02-17,6,69,11:40-11:50,1063.702292685185,773.8724872222219,-289.8298054629631,True
D,2025-02-17,6,70,11:50-12:00,1055.986123425926,713.0340836111111,-342.95203981481495,True
D,2025-02-17,6,71,12:00-12:10,1020.4748666666669,700.2664666666668,-320.2084000000001,True
D,2025-02-17,6,72,12:10-12:20,1024.1199635185185,742.7380494444446,-281.38191407407385,True
D,2025-02-17,6,73,12:20-12:30,1041.8991435185185,773.1611197222222,-268.73802379629626,True
D,2025-02-17,6,74,12:30-12:40,1054.9782999999998,765.3652916666666,-289.61300833333314,True
D,2025-02-17,6,75,12:40-12:50,1053.8523734259259,755.8612469444447,-297.99112648148116,True
D,2025-02-17,6,76,12:50-13:00,1054.4173753989012,796.6901463888887,-257.7272290100125,True
D,2025-02-17,6,91,15:20-15:30,1200.8686838888889,971.0194842363508,-229.84919965253812,True
D,2025-02-17,6,92,15:30-15:40,854.3599553703704,598.623725,-255.73623037037032,True
D,2025-02-17,12,71,12:00-12:10,700.2664666666668,0.0,-700.2664666666668,True
D,2025-02-17,12,72,12:10-12:20,742.7380494444446,677.6130404503328,-65.1250089941118,True
D,2025-02-17,12,73,12:20-12:30,773.1611197222222,21.597503055555535,-751.5636166666667,True
D,2025-02-17,12,74,12:30-12:40,765.3652916666666,6.180916666666576,-759.184375,True
D,2025-02-17,12,75,12:40-12:50,755.8612469444447,822.3894469444447,66.52819999999997,True
D,2025-02-17,12,76,12:50-13:00,796.6901463888887,22.26425472222229,-774.4258916666664,True
D,2025-02-17,12,91,15:20-15:30,971.0194842363508,724.0447712962999,-246.97471294005084,True
D,2025-02-17,12,92,15:30-15:40,598.623725,557.75325,-40.870475000000056,True
D,2025-02-18,6,35,6:00-6:10,49.052583333333246,49.109149999999886,0.05656666666664023,True
D,2025-02-18,12,73,12:20-12:30,620.5624732407412,22.65868277777804,-597.9037904629631,True
D,2025-02-18,12,74,12:30-12:40,650.431575,601.1216869318201,-49.309888068179816,True
D,2025-02-19,6,71,12:00-12:10,585.1159833333336,576.3912666666666,-8.72471666666695,True
D,2025-02-19,6,72,12:10-12:20,589.8033382407407,551.2196375000002,-38.58370074074048,True
D,2025-02-19,6,73,12:20-12:30,611.668702962963,550.2460649999998,-61.42263796296322,True
D,2025-02-19,6,74,12:30-12:40,619.1702083333334,564.8473916666666,-54.32281666666688,True
D,2025-02-19,12,71,12:00-12:10,576.3912666666666,585.1159833333336,8.72471666666695,True
D,2025-02-19,12,72,12:10-12:20,551.2196375000002,589.8033382407408,38.583700740740596,True
D,2025-02-19,12,73,12:20-12:30,550.2460649999998,525.6050659464996,-24.640999053500195,True
D,2025-02-19,12,74,12:30-12:40,564.8473916666666,619.1702083333334,54.32281666666688,True
D,2025-02-19,12,76,12:50-13:00,0.7408403577539673,0.0,-0.7408403577539673,True
D,2025-02-20,6,64,10:50-11:00,205.2834858333331,166.07951503881324,-39.20397079451985,True
D,2025-02-20,6,65,11:00-11:10,1056.276914814815,1009.6536666666667,-46.623248148148264,True
D,2025-02-20,6,66,11:10-11:20,1018.3132246296294,973.2576930555556,-45.055531574073825,True
D,2025-02-20,6,67,11:20-11:30,1005.9228299999997,888.1325077777775,-117.79032222222224,True
D,2025-02-20,6,68,11:30-11:40,961.3263666666666,826.0241999999997,-135.30216666666684,True
D,2025-02-20,6,69,11:40-11:50,979.662943333333,826.8489322222221,-152.81401111111097,True
D,2025-02-20,6,70,11:50-12:00,913.8468419444446,796.103359444444,-117.7434825000006,True
D,2025-02-20,6,71,12:00-12:10,858.131951851852,724.4025666666665,-133.7293851851855,True
D,2025-02-20,6,72,12:10-12:20,895.4420852777779,692.3541741666667,-203.08791111111123,True
D,2025-02-20,6,73,12:20-12:30,891.4290755555553,673.0909533333331,-218.33812222222218,True
D,2025-02-20,6,74,12:30-12:40,885.4950583333334,651.9067250000002,-233.58833333333325,True
D,2025-02-20,6,75,12:40-12:50,903.2925802777776,654.454035833333,-248.83854444444455,True
D,2025-02-20,6,76,12:50-13:00,973.970746388889,709.8819908333334,-264.0887555555556,True
D,2025-02-20,12,71,12:00-12:10,724.4025666666665,793.3868666666666,68.98430000000008,True
D,2025-02-20,12,72,12:10-12:20,692.3541741666667,764.6081297222224,72.25395555555576,True
D,2025-02-20,12,73,12:20-12:30,673.0909533333331,559.4854247427943,-113.60552859053882,True
D,2025-02-20,12,74,12:30-12:40,651.9067250000002,730.6999916666666,78.79326666666645,True
D,2025-02-20,12,75,12:40-12:50,654.454035833333,736.5169580555554,82.06292222222237,True
D,2025-02-20,12,76,12:50-13:00,709.8819908333334,0.0,-709.8819908333334,True
D,2025-02-20,12,89,15:00-15:10,1171.2547740740742,1122.8807666666667,-48.37400740740759,True
D,2025-02-21,6,71,12:00-12:10,575.1007333333329,545.2047499999998,-29.895983333333106,True
D,2025-02-21,6,72,12:10-12:20,501.5866619444446,484.26551138888897,-17.32115055555562,True
D,2025-02-21,6,73,12:20-12:30,505.8583397222226,480.67218027777767,-25.18615944444491,True
D,2025-02-21,6,74,12:30-12:40,559.6010500000002,502.31307500000014,-57.287975000000074,True
D,2025-02-21,6,75,12:40-12:50,505.7132072222221,494.4899563888888,-11.223250833333282,True
D,2025-02-21,12,71,12:00-12:10,545.2047499999998,0.0,-545.2047499999998,True
D,2025-02-21,12,72,12:10-12:20,484.26551138888897,0.0,-484.26551138888897,True
D,2025-02-21,12,73,12:20-12:30,480.67218027777767,0.0,-480.67218027777767,True
D,2025-02-21,12,74,12:30-12:40,502.31307500000014,0.0,-502.31307500000014,True
D,2025-02-21,12,75,12:40-12:50,494.4899563888888,0.0,-494.4899563888888,True
D,2025-02-21,18,107,18:00-18:10,445.1444999999998,444.7131499999998,-0.431350000000009,True
D,2025-02-21,18,124,20:50-21:00,571.9014083333334,571.341558333336,-0.5598499999973683,True
D,2025-02-22,6,89,15:00-15:10,82.85010277777614,44.51065308641994,-38.3394496913562,True
D,2025-02-22,12,89,15:00-15:10,44.51065308641994,7.843566666666447,-36.667086419753495,True
D,2025-02-23,6,41,7:0-7:10,0.0,235.19538265951132,235.19538265951132,True
D,2025-02-23,6,42,7:10-7:20,0.0,628.262848888889,628.262848888889,True
D,2025-02-23,6,43,7:20-7:30,0.0,543.0623486111112,543.0623486111112,True
D,2025-02-23,6,44,7:30-7:40,436.16751666666664,468.0249249999998,31.857408333333183,True
D,2025-02-23,6,45,7:40-7:50,1176.892731111111,1233.0456305555556,56.15289944444453,True
D,2025-02-23,6,71,12:00-12:10,693.8615166666664,678.671333333333,-15.19018333333338,True
D,2025-02-23,6,72,12:10-12:20,667.9795072222224,628.9274011111113,-39.05210611111113,True
D,2025-02-23,6,73,12:20-12:30,682.8030477777781,599.449177222222,-83.35387055555611,True
D,2025-02-23,6,74,12:30-12:40,731.4871166666668,579.5946749999998,-151.89244166666697,True
D,2025-02-23,6,75,12:40-12:50,730.9723874999999,588.7079144444444,-142.2644730555554,True
D,2025-02-23,12,71,12:00-12:10,678.671333333333,681.7661833333332,3.0948500000001786,True
D,2025-02-23,12,72,12:10-12:20,628.9274011111113,632.8683900000002,3.94098888888891,True
D,2025-02-23,12,73,12:20-12:30,599.449177222222,604.2363049999998,4.787127777777755,True
D,2025-02-23,12,74,12:30-12:40,579.5946749999998,585.2279416666664,5.6332666666666,True
D,2025-02-23,12,75,12:40-12:50,588.7079144444444,595.18732,6.479405555555559,True
D,2025-02-23,12,90,15:10-15:20,1111.0174991666668,1061.3513999999998,-49.66609916666698,True
D,2025-02-23,18,107,18:00-18:10,588.6133333333332,616.8985533333343,28.285220000001118,True
D,2025-02-23,18,108,18:10-18:20,340.78364869444476,377.647401098772,36.863752404327215,True
D,2025-02-24,6,90,15:10-15:20,1335.9280691666665,1273.1148338888888,-62.81323527777772,True
D,2025-02-24,6,95,16:00-16:10,705.2768000000002,686.6754166666668,-18.601383333333388,True
D,2025-02-24,6,96,16:10-16:20,779.0784644444442,746.9046138888888,-32.17385055555542,True
D,2025-02-24,6,97,16:20-16:30,798.9574637654316,783.1159494444443,-15.841514320987358,True
D,2025-02-24,12,90,15:10-15:20,1273.1148338888888,1299.2341116666664,26.119277777777597,True
D,2025-02-24,12,92,15:30-15:40,598.0757916666666,548.5954438454448,-49.48034782122181,True
D,2025-02-24,12,93,15:40-15:50,619.746516388889,589.3432250000003,-30.403291388888647,True
D,2025-02-24,12,94,15:50-16:00,653.066860277778,645.4342216666666,-7.632638611111361,True
D,2025-02-24,12,95,16:00-16:10,686.6754166666668,694.5374166666668,7.861999999999966,True
D,2025-02-24,12,96,16:10-16:20,746.9046138888888,755.3485666666666,8.443952777777781,True
D,2025-02-24,12,97,16:20-16:30,783.1159494444443,792.1418549999999,9.025905555555596,True
D,2025-02-25,6,68,11:30-11:40,796.2047833333332,783.6981999999997,-12.506583333333538,True
D,2025-02-25,6,71,12:00-12:10,800.5404166666664,752.2134833333333,-48.326933333333045,True
D,2025-02-25,6,72,12:10-12:20,762.1602955555556,721.682297777778,-40.47799777777766,True
D,2025-02-25,6,73,12:20-12:30,761.3275752777779,708.2586713888886,-53.06890388888928,True
D,2025-02-25,6,74,12:30-12:40,784.2370333333333,694.3404166666666,-89.89661666666677,True
D,2025-02-25,6,75,12:40-12:50,743.2503224999998,694.6925327777777,-48.55778972222208,True
D,2025-02-25,6,89,15:00-15:10,1237.0787166666667,1226.7378833333332,-10.340833333333421,True
D,2025-02-25,12,71,12:00-12:10,752.2134833333333,0.0,-752.2134833333333,True
D,2025-02-25,12,72,12:10-12:20,721.682297777778,0.0,-721.682297777778,True
D,2025-02-25,12,73,12:20-12:30,708.2586713888886,0.0,-708.2586713888886,True
D,2025-02-25,12,74,12:30-12:40,694.3404166666666,0.0,-694.3404166666666,True
D,2025-02-25,12,75,12:40-12:50,694.6925327777777,0.0,-694.6925327777777,True
D,2025-02-25,12,89,15:00-15:10,1226.7378833333332,742.8253101851851,-483.9125731481481,True
D,2025-02-25,12,90,15:10-15:20,1248.7110752777778,1228.7152594444442,-19.99581583333361,True
D,2025-02-25,12,91,15:20-15:30,952.8644628611137,441.6371380555555,-511.22732480555817,True
D,2025-02-25,12,92,15:30-15:40,516.4338583333332,468.15448333333313,-48.27937500000007,True
D,2025-02-25,12,93,15:40-15:50,585.7403294444448,532.6529119444447,-53.08741750000013,True
D,2025-02-26,12,72,12:10-12:20,590.7628955555556,606.1433991666668,15.38050361111118,True
D,2025-02-26,12,73,12:20-12:30,582.3732477777783,602.4896724899048,20.11642471212656,True
D,2025-02-26,12,74,12:30-12:40,582.6218333333337,589.7623916666665,7.1405583333328195,True
D,2025-02-26,12,75,12:40-12:50,556.7711474999998,589.6926949999998,32.92154750000009,True
D,2025-02-26,12,76,12:50-13:00,0.0,229.5378970987586,229.5378970987586,True
D,2025-02-27,6,71,12:00-12:10,607.7600999999996,564.6923166666664,-43.06778333333318,True
D,2025-02-27,6,72,12:10-12:20,557.3682266666669,505.93354277777814,-51.4346838888888,True
D,2025-02-27,6,73,12:20-12:30,567.5571575000004,487.3157313888887,-80.24142611111165,True
D,2025-02-27,6,74,12:30-12:40,613.9523833333337,480.6674083333336,-133.28497500000014,True
D,2025-02-27,6,75,12:40-12:50,582.883391944444,474.7214077777778,-108.16198416666623,True
D,2025-02-27,12,71,12:00-12:10,564.6923166666664,607.7600999999997,43.067783333333296,True
D,2025-02-27,12,72,12:10-12:20,505.93354277777814,557.368226666667,51.43468388888891,True
D,2025-02-27,12,73,12:20-12:30,487.3157313888887,567.5571575000005,80.24142611111176,True
D,2025-02-27,12,74,12:30-12:40,480.6674083333336,576.5522500000002,95.8848416666666,True
D,2025-02-27,12,75,12:40-12:50,474.7214077777778,578.7692466666667,104.04783888888892,True
D,2025-02-28,12,72,12:10-12:20,375.9802862037033,0.0,-375.9802862037033,True
D,2025-02-28,12,75,12:40-12:50,440.0847097222219,0.0,-440.0847097222219,True
D,2025-03-01,6,71,12:00-12:10,295.85058711419435,0.0,-295.85058711419435,True
D,2025-03-01,6,72,12:10-12:20,476.3708416666666,0.0,-476.3708416666666,True
D,2025-03-01,6,75,12:40-12:50,532.0844436111106,0.0,-532.0844436111106,True
D,2025-03-02,6,43,7:20-7:30,0.0,231.9638833888902,231.9638833888902,True
D,2025-03-02,6,44,7:30-7:40,0.0,389.30581666666683,389.30581666666683,True
D,2025-03-02,6,45,7:40-7:50,0.0,1178.5102666666667,1178.5102666666667,True
D,2025-03-02,6,73,12:20-12:30,749.2211511111112,732.0789805555553,-17.142170555555936,True
D,2025-03-02,6,74,12:30-12:40,807.097875,745.7429333333332,-61.35494166666683,True
D,2025-03-02,6,75,12:40-12:50,800.8893447222218,780.7107694444444,-20.17857527777744,True
D,2025-03-02,6,89,15:00-15:10,1188.1143166666666,1065.9990999999998,-122.11521666666681,True
D,2025-03-02,6,90,15:10-15:20,1194.7679380555555,1145.171759722222,-49.596178333333455,True
D,2025-03-02,6,91,15:20-15:30,714.7168389544418,475.6654113351077,-239.05142761933405,True
D,2025-03-02,6,92,15:30-15:40,466.9634583333333,393.84399999999977,-73.11945833333351,True
D,2025-03-02,6,93,15:40-15:50,529.5495991666667,460.6068322222224,-68.94276694444426,True
D,2025-03-02,12,73,12:20-12:30,732.0789805555553,749.2211511111113,17.14217055555605,True
D,2025-03-02,12,74,12:30-12:40,745.7429333333332,759.4732333333332,13.730299999999943,True
D,2025-03-02,12,75,12:40-12:50,780.7107694444444,785.010697222222,4.2999277777776115,True
D,2025-03-02,12,89,15:00-15:10,1065.9990999999998,1144.7811166666665,78.78201666666678,True
D,2025-03-02,12,90,15:10-15:20,1145.171759722222,1194.7679380555558,49.59617833333368,True
D,2025-03-02,12,91,15:20-15:30,475.6654113351077,714.7168389544419,239.05142761933416,True
D,2025-03-02,12,92,15:30-15:40,393.84399999999977,466.9634583333332,73.11945833333345,True
D,2025-03-02,12,93,15:40-15:50,460.6068322222224,529.5495991666668,68.94276694444437,True
D,2025-03-03,6,66,11:10-11:20,1026.6122119444444,948.653536388889,-77.95867555555537,True
D,2025-03-03,6,67,11:20-11:30,954.7285176622653,869.9265719444439,-84.80194571782135,True
D,2025-03-03,6,68,11:30-11:40,1020.4457083333331,805.5983166666664,-214.84739166666668,True
D,2025-03-03,6,69,11:40-11:50,971.0489827777776,819.519369722222,-151.52961305555561,True
D,2025-03-03,6,70,11:50-12:00,978.4040063888885,812.7339594444439,-165.6700469444446,True
D,2025-03-03,6,71,12:00-12:10,1022.2171999999997,751.5962666666663,-270.62093333333337,True
D,2025-03-03,6,72,12:10-12:20,974.2717597222221,688.1884191666669,-286.0833405555552,True
D,2025-03-03,6,73,12:20-12:30,957.5603069444445,648.7751141666664,-308.7851927777781,True
D,2025-03-03,6,74,12:30-12:40,979.3187333333333,623.2865583333333,-356.03217499999994,True
D,2025-03-03,6,75,12:40-12:50,936.3503113888885,618.4602916666664,-317.89001972222206,True
D,2025-03-03,6,76,12:50-13:00,948.8867491666667,471.2756728165904,-477.61107635007636,True
D,2025-03-03,6,77,13:00-13:10,158.9689333333331,0.0,-158.9689333333331,True
D,2025-03-03,6,89,15:00-15:10,1301.85635,1289.0845333333332,-12.771816666666837,True
D,2025-03-03,6,91,15:20-15:30,1278.363937222222,778.7771250617263,-499.5868121604956,True
D,2025-03-03,6,92,15:30-15:40,1309.766783333333,578.3820999999998,-731.3846833333332,True
D,2025-03-03,12,71,12:00-12:10,751.5962666666663,911.9249333333329,160.32866666666655,True
D,2025-03-03,12,72,12:10-12:20,688.1884191666669,852.8330941666668,164.6446749999999,True
D,2025-03-03,12,73,12:20-12:30,648.7751141666664,71.53998203184582,-577.2351321348206,True
D,2025-03-03,12,74,12:30-12:40,623.2865583333333,796.5632499999999,173.27669166666658,True
D,2025-03-03,12,75,12:40-12:50,618.4602916666664,796.0529916666666,177.59270000000015,True
D,2025-03-03,12,76,12:50-13:00,471.2756728165904,15.96681333333322,-455.30885948325715,True
D,2025-03-03,12,89,15:00-15:10,1289.0845333333332,1301.85635,12.771816666666837,True
D,2025-03-03,12,91,15:20-15:30,778.7771250617263,1278.3639372222221,499.5868121604958,True
D,2025-03-03,12,92,15:30-15:40,578.3820999999998,1056.0721233333327,477.6900233333329,True
D,2025-03-04,6,40,6:50-7:00,674.9562283333332,703.075505,28.119276666666792,True
D,2025-03-04,6,41,7:0-7:10,612.6529333333332,632.8517166666666,20.19878333333338,True
D,2025-03-04,6,43,7:20-7:30,574.4507366666667,605.824267090813,31.373530424146338,True
D,2025-03-04,6,44,7:30-7:40,635.4362180167437,1332.0698867429978,696.6336687262541,True
D,2025-03-04,6,45,7:40-7:50,1283.790183333333,1290.2235588888886,6.433375555555585,True
D,2025-03-04,6,74,12:30-12:40,641.9431416666669,623.8209916666668,-18.122150000000033,True
D,2025-03-04,12,74,12:30-12:40,623.8209916666668,641.9431416666667,18.12214999999992,True
D,2025-03-05,6,68,11:30-11:40,819.45745,726.099583333333,-93.35786666666695,True
D,2025-03-05,6,69,11:40-11:50,811.9777263888886,780.4212911111107,-31.55643527777795,True
D,2025-03-05,6,70,11:50-12:00,811.258524444444,764.045308055555,-47.21321638888901,True
D,2025-03-05,6,71,12:00-12:10,813.4500666666669,659.7696166666667,-153.68045000000018,True
D,2025-03-05,6,72,12:10-12:20,800.7483219444443,649.3406425000004,-151.40767944444394,True
D,2025-03-05,6,73,12:20-12:30,824.9823880555558,668.6080341666665,-156.37435388888935,True
D,2025-03-05,6,74,12:30-12:40,869.4481833333334,683.5620250000001,-185.88615833333336,True
D,2025-03-05,6,75,12:40-12:50,854.0328652777774,724.0240399999998,-130.00882527777765,True
D,2025-03-05,6,89,15:00-15:10,1146.3849833333334,1116.5864833333335,-29.798499999999876,True
D,2025-03-05,6,91,15:20-15:30,1188.8459797222222,605.0858629091803,-583.7601168130419,True
D,2025-03-05,6,92,15:30-15:40,966.4894188271621,454.76799999999974,-511.7214188271624,True
D,2025-03-05,6,93,15:40-15:50,535.8586097222224,528.9413816666669,-6.9172280555554835,True
D,2025-03-05,12,71,12:00-12:10,659.7696166666667,718.7091499999999,58.9395333333332,True
D,2025-03-05,12,72,12:10-12:20,649.3406425000004,691.8903980555558,42.54975555555541,True
D,2025-03-05,12,73,12:20-12:30,668.6080341666665,0.0,-668.6080341666665,True
D,2025-03-05,12,74,12:30-12:40,683.5620250000001,318.5958647918966,-364.9661602081035,True
D,2025-03-05,12,75,12:40-12:50,724.0240399999998,717.404462222222,-6.619577777777749,True
D,2025-03-05,12,76,12:50-13:00,692.3088038351037,0.0,-692.3088038351037,True
D,2025-03-05,12,89,15:00-15:10,1116.5864833333335,1120.6355833333332,4.049099999999726,True
D,2025-03-05,12,91,15:20-15:30,605.0858629091803,762.291558611111,157.20569570193072,True
D,2025-03-05,12,92,15:30-15:40,454.76799999999974,407.6379916666665,-47.13000833333325,True
D,2025-03-05,12,93,15:40-15:50,528.9413816666669,464.7516705555558,-64.18971111111108,True
D,2025-03-05,12,94,15:50-16:00,578.5585861111111,537.9544452777773,-40.60414083333387,True
D,2025-03-06,6,36,6:10-6:20,30.027979722222312,30.861121388888932,0.83314166666662,True
D,2025-03-06,6,37,6:20-6:30,2.4011686111111885,4.796201944444533,2.3950333333333447,True
D,2025-03-06,6,42,7:10-7:20,0.0,412.04828121506466,412.04828121506466,True
D,2025-03-06,6,43,7:20-7:30,335.4445402706231,505.6766725,170.23213222937687,True
D,2025-03-06,6,45,7:40-7:50,1196.7618966666664,1210.57802,13.816123333333508,True
D,2025-03-06,6,68,11:30-11:40,715.8611083333332,703.570108333333,-12.291000000000167,True
D,2025-03-06,6,71,12:00-12:10,746.4266000000002,637.2502166666667,-109.17638333333355,True
D,2025-03-06,6,72,12:10-12:20,695.9499566666668,603.9891438888893,-91.9608127777775,True
D,2025-03-06,6,73,12:20-12:30,677.1293358333335,595.144648611111,-81.98468722222242,True
D,2025-03-06,6,74,12:30-12:40,693.6044916666667,597.0508000000001,-96.55369166666662,True
D,2025-03-06,6,75,12:40-12:50,632.7404558333332,607.0068972222223,-25.73355861111088,True
D,2025-03-06,6,89,15:00-15:10,1278.248516666667,1140.3816499999998,-137.8668666666672,True
D,2025-03-06,6,90,15:10-15:20,1258.1908077777775,1225.0074905555553,-33.183317222222286,True
D,2025-03-06,6,91,15:20-15:30,505.95648277777775,468.05303277777796,-37.90344999999979,True
D,2025-03-06,6,92,15:30-15:40,560.6409083333333,507.6439666666665,-52.99694166666683,True
D,2025-03-06,6,93,15:40-15:50,596.5071218178955,555.3750655555557,-41.1320562623398,True
D,2025-03-06,12,71,12:00-12:10,637.2502166666667,746.4266000000002,109.17638333333355,True
D,2025-03-06,12,72,12:10-12:20,603.9891438888893,695.9499566666669,91.96081277777762,True
D,2025-03-06,12,73,12:20-12:30,595.144648611111,659.9593172610372,64.81466864992615,True
D,2025-03-06,12,74,12:30-12:40,597.0508000000001,693.6044916666667,96.55369166666662,True
D,2025-03-06,12,75,12:40-12:50,607.0068972222223,632.7404558333332,25.73355861111088,True
D,2025-03-06,12,76,12:50-13:00,31.712398649921425,0.0,-31.712398649921425,True
D,2025-03-06,12,89,15:00-15:10,1140.3816499999998,1225.7819666666664,85.40031666666664,True
D,2025-03-06,12,90,15:10-15:20,1225.0074905555553,1258.1908077777778,33.18331722222251,True
D,2025-03-06,12,91,15:20-15:30,468.05303277777796,505.9564827777778,37.90344999999985,True
D,2025-03-06,12,92,15:30-15:40,507.6439666666665,560.6409083333332,52.996941666666714,True
D,2025-03-06,12,93,15:40-15:50,555.3750655555557,596.5071218178956,41.132056262339916,True
D,2025-03-07,6,71,12:00-12:10,520.3044833333332,414.2177333333332,-106.08675000000005,True
D,2025-03-07,6,72,12:10-12:20,520.1811591666665,391.104349166667,-129.07680999999945,True
D,2025-03-07,6,74,12:30-12:40,593.9269666666667,379.84601666666674,-214.08094999999992,True
D,2025-03-07,6,75,12:40-12:50,591.1487424999997,407.68229500000007,-183.46644749999962,True
D,2025-03-07,6,89,15:00-15:10,356.54515000000015,19.605199999999854,-336.9399500000003,True
