date,event_hour,target_offset_10min,slot_j,slot_label,price,mu_fd,deadzone_low_0.5p,deadzone_high_1.5p,B_kwh,A_event_kwh,A_minus_B_kwh,predicted_direction,actual_direction,direction_match,J_minus,J_plus
2025-03-20,12,5,76,12:50-13:00,0.5682,0.8522999999986496,0.2841,0.8523000000000001,-0.0,557.9236196485482,557.9236196485482,up_boundary,up,True,27014.349090896903,27016.0536908969
2025-03-20,18,11,118,19:50-20:00,1.3473,2.0209500000000844,0.67365,2.02095,-0.0,736.5825414601411,736.5825414601411,up_boundary,up,True,27256.689550383395,27260.731450383395
2025-06-21,12,25,96,16:10-16:20,0.8271,1.2406499999997322,0.41355,1.24065,116.41634444444469,199.99066806618606,83.57432362174137,up_boundary,up,True,14426.269903321918,14428.751203321917
2025-06-21,18,14,121,20:20-20:30,1.34,2.0100000000002183,0.67,2.0100000000000002,-0.0,641.8982595935786,641.8982595935786,up_boundary,up,True,23394.69237476213,23398.71237476213
2025-09-23,12,18,89,15:00-15:10,0.6694,1.0040999999982887,0.3347,1.0041,228.27549999999988,1046.8950950225772,818.6195950225773,up_boundary,up,True,30006.295692726184,30008.30389272618
2025-09-23,18,11,118,19:50-20:00,1.3473,2.0209500000019034,0.67365,2.02095,-0.0,793.8815592181887,793.8815592181887,up_boundary,up,True,29895.285308183153,29899.327208183156
2025-12-21,12,23,94,15:50-16:00,0.7823,1.173449999998411,0.39115,1.1734499999999999,832.7236083333329,1676.0958486061527,843.3722402728198,up_boundary,up,True,36965.848625144296,36968.19552514429
2025-12-21,18,14,121,20:20-20:30,1.34,2.0100000000002183,0.67,2.0100000000000002,-0.0,729.5317440351322,729.5317440351322,up_boundary,up,True,25175.88594275474,25179.90594275474
