strategy,date,event_hour,soc_kwh,scenario_count,node_count,objective,solve_seconds,max_eq_residual,max_ub_violation,latest_history_day,continuation_first_time
D,2025-04-06,18,10650.240830296976,3,1,28092.807442432826,0.016063600000052247,1.8189894035458565e-12,1.1368683772161603e-13,93,2025-04-07 00:10:00
D,2025-04-07,0,2674.0787449586564,3,9,29703.96107562372,0.025039799998921808,9.094947017729282e-13,1.5916157281026244e-12,94,
D,2025-04-07,6,8942.255322115136,3,6,32126.125769657036,0.017988000003242632,9.094947017729282e-13,2.2737367544323206e-13,94,2025-04-08 00:10:00
D,2025-04-07,12,5842.757529578216,3,3,37375.508991459,0.021352400002797367,9.094947017729282e-13,2.2737367544323206e-13,94,2025-04-08 00:10:00
D,2025-04-07,18,10260.477711779005,3,1,28524.776018196782,0.015416300000651972,9.094947017729282e-13,2.2737367544323206e-13,94,2025-04-08 00:10:00
D,2025-04-08,0,1502.4879696689613,3,9,33981.020923007236,0.027919700001802994,1.8189894035458565e-12,1.1972645097557688e-12,95,
D,2025-04-08,6,10581.307992684713,3,6,35082.73760460871,0.018896800000220537,9.094947017729282e-13,1.1368683772161603e-13,95,2025-04-09 00:10:00
D,2025-04-08,12,5015.537710438448,3,3,32510.94728904685,0.01726269999926444,9.094947017729282e-13,1.1368683772161603e-13,95,2025-04-09 00:10:00
D,2025-04-08,18,10650.0811872192,3,1,32981.774107879704,0.01614260000133072,9.094947017729282e-13,1.1368683772161603e-13,95,2025-04-09 00:10:00
D,2025-04-09,0,1774.4834888853152,3,9,33084.55062821898,0.028354300000501098,1.8189894035458565e-12,1.7053025658242404e-12,96,
D,2025-04-09,6,9384.084277632524,3,6,35989.81625610901,0.021261199999571545,9.094947017729282e-13,1.1368683772161603e-13,96,2025-04-10 00:10:00
D,2025-04-09,12,3724.893829850947,3,3,45625.256139517034,0.019056500001170207,9.094947017729282e-13,1.1368683772161603e-13,96,2025-04-10 00:10:00
D,2025-04-09,18,10800.0,3,1,30047.113243071424,0.01588859999901615,9.094947017729282e-13,1.1368683772161603e-13,96,2025-04-10 00:10:00
D,2025-04-10,0,1575.7361918215452,3,9,33984.78763401674,0.02358539999841014,1.8189894035458565e-12,2.0463630789890885e-12,97,
D,2025-04-10,6,10358.287431123465,3,6,34378.66129194125,0.021252000002277782,9.094947017729282e-13,1.1368683772161603e-13,97,2025-04-11 00:10:00
D,2025-04-10,12,5074.514406291225,3,3,31599.154988567105,0.01916440000059083,1.8189894035458565e-12,1.1368683772161603e-13,97,2025-04-11 00:10:00
D,2025-04-10,18,10800.0,3,1,22988.66651706392,0.015817299998161616,1.8189894035458565e-12,1.1368683772161603e-13,97,2025-04-11 00:10:00
D,2025-04-11,0,1508.664126622322,3,9,23459.39728509327,0.02257570000074338,1.8189894035458565e-12,1.8189894035458565e-12,98,
D,2025-04-11,6,9522.762854040966,3,6,23641.96290777928,0.01698190000024624,9.094947017729282e-13,1.1368683772161603e-13,98,2025-04-12 00:10:00
D,2025-04-11,12,10800.0,3,3,19507.932933897497,0.01696829999855254,9.094947017729282e-13,1.1368683772161603e-13,98,2025-04-12 00:10:00
D,2025-04-11,18,10182.856259369622,3,1,17678.604280180687,0.015887699999439064,9.094947017729282e-13,1.1368683772161603e-13,98,2025-04-12 00:10:00
D,2025-04-12,0,3883.635599227997,3,9,28309.94997331977,0.0248265000009269,1.8189894035458565e-12,1.0231815394945443e-12,99,
D,2025-04-12,6,10369.466138834052,3,6,25617.91384049563,0.01667969999834895,9.094947017729282e-13,1.1368683772161603e-13,99,2025-04-13 00:10:00
D,2025-04-12,12,10800.0,3,3,22133.023635704576,0.016003000000637257,9.094947017729282e-13,1.1368683772161603e-13,99,2025-04-13 00:10:00
D,2025-04-12,18,10395.51242327375,3,1,23887.73606421964,0.014653899997938424,9.094947017729282e-13,1.1368683772161603e-13,99,2025-04-13 00:10:00
D,2025-04-13,0,4131.847075159916,3,9,31643.75123523924,0.030275799999799347,1.8189894035458565e-12,7.958078640513122e-13,100,
D,2025-04-13,6,10246.27759791098,3,6,33292.66200378186,0.02139530000204104,1.8189894035458565e-12,1.7053025658242404e-13,100,2025-04-14 00:10:00
D,2025-04-13,12,4284.19560845992,3,3,35013.52282804525,0.018973900001583388,1.8189894035458565e-12,1.7053025658242404e-13,100,2025-04-14 00:10:00
D,2025-04-13,18,10726.758177080357,3,1,27619.211381847144,0.01613500000166823,1.8189894035458565e-12,1.7053025658242404e-13,100,2025-04-14 00:10:00
D,2025-04-14,0,2845.974410753286,3,9,33811.18531417233,0.025828899997577537,1.8189894035458565e-12,1.2505552149377763e-12,101,
D,2025-04-14,6,10324.379411187274,3,6,31466.015513152037,0.01808309999978519,9.094947017729282e-13,2.2737367544323206e-13,101,2025-04-15 00:10:00
D,2025-04-14,12,5904.018567037244,3,3,29405.02958419919,0.017297900001722155,9.094947017729282e-13,1.1368683772161603e-13,101,2025-04-15 00:10:00
D,2025-04-14,18,10096.73333324752,3,1,29131.569629972917,0.01569549999840092,1.8189894035458565e-12,1.1368683772161603e-13,101,2025-04-15 00:10:00
D,2025-04-15,0,1746.9156058821156,3,9,29475.391977131585,0.02497159999984433,1.8189894035458565e-12,1.2505552149377763e-12,102,
D,2025-04-15,6,9479.265074215997,3,6,31394.486643596447,0.01897140000073705,1.8189894035458565e-12,1.1368683772161603e-13,102,2025-04-16 00:10:00
D,2025-04-15,12,7653.026712871497,3,3,31374.87969868058,0.01875379999910365,9.094947017729282e-13,1.1368683772161603e-13,102,2025-04-16 00:10:00
D,2025-04-15,18,10436.233503498444,3,1,31457.84086653025,0.017159899998659967,9.094947017729282e-13,1.1368683772161603e-13,102,2025-04-16 00:10:00
D,2025-04-16,0,1704.8526152009931,3,9,32135.033220313628,0.027075200003309874,9.094947017729282e-13,1.5916157281026244e-12,103,
D,2025-04-16,6,9943.508639118043,3,6,33969.506207505416,0.02072079999925336,9.094947017729282e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00
D,2025-04-16,12,3894.9485979273545,3,3,33477.390856303056,0.019543399997928645,4.547473508864641e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00
D,2025-04-16,18,10800.0,3,1,29516.76384270856,0.014998700000433018,9.094947017729282e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00
D,2025-04-17,0,1694.1235435096805,3,9,30316.969595056664,0.023305800001253374,1.8189894035458565e-12,1.8189894035458565e-12,104,
D,2025-04-17,6,8170.083345873251,3,6,31752.469697200584,0.020682700000179466,1.8189894035458565e-12,1.7053025658242404e-13,104,2025-04-18 00:10:00
D,2025-04-17,12,4388.687806681787,3,3,31409.992175547246,0.0184607999981381,1.8189894035458565e-12,1.7053025658242404e-13,104,2025-04-18 00:10:00
D,2025-04-17,18,10730.599643213201,3,1,23429.893162318986,0.015365399998700013,9.094947017729282e-13,1.1368683772161603e-13,104,2025-04-18 00:10:00
D,2025-04-18,0,1474.505463955444,3,9,24203.17939728406,0.02396260000023176,1.8189894035458565e-12,2.7284841053187847e-12,105,
D,2025-04-18,6,10195.938471784706,3,6,23851.23592358257,0.016446599998744205,1.8189894035458565e-12,1.1368683772161603e-13,105,2025-04-19 00:10:00
D,2025-04-18,12,10800.0,3,3,20164.717624374338,0.01660789999732515,1.8189894035458565e-12,1.1368683772161603e-13,105,2025-04-19 00:10:00
D,2025-04-18,18,10123.575032263818,3,1,19056.760845626304,0.014747099998203339,1.8189894035458565e-12,1.1368683772161603e-13,105,2025-04-19 00:10:00
D,2025-04-19,0,3491.5211183128613,3,9,24734.045623928105,0.02619389999745181,1.8189894035458565e-12,1.9326762412674725e-12,106,
D,2025-04-19,6,10385.828870244944,3,6,23373.741605488787,0.01557640000100946,9.094947017729282e-13,1.1368683772161603e-13,106,2025-04-20 00:10:00
D,2025-04-19,12,10800.0,3,3,20269.636814122074,0.017274000001634704,9.094947017729282e-13,5.684341886080802e-14,106,2025-04-20 00:10:00
D,2025-04-19,18,10077.60510586787,3,1,18412.497833612753,0.014696399997774279,1.8189894035458565e-12,1.1368683772161603e-13,106,2025-04-20 00:10:00
D,2025-04-20,0,4175.307801375519,3,9,30249.16832665121,0.026674499997170642,9.094947017729282e-13,2.0463630789890885e-12,107,
D,2025-04-20,6,9202.357405349701,3,6,33470.29168937725,0.018272900000738446,9.094947017729282e-13,1.7053025658242404e-13,107,2025-04-21 00:10:00
D,2025-04-20,12,5198.096503605569,3,3,32637.67883526341,0.018414000001939712,9.094947017729282e-13,1.1368683772161603e-13,107,2025-04-21 00:10:00
D,2025-04-20,18,10800.0,3,1,24828.31757973605,0.015136699999857228,9.094947017729282e-13,1.7053025658242404e-13,107,2025-04-21 00:10:00
D,2025-04-21,0,3026.9317688089563,3,9,31183.32212368739,0.027604499999142718,9.094947017729282e-13,1.7053025658242404e-12,108,
D,2025-04-21,6,7642.475233851877,3,6,29498.63297840163,0.019624099997599842,9.094947017729282e-13,2.2737367544323206e-13,108,2025-04-22 00:10:00
D,2025-04-21,12,4890.897353079379,3,3,28484.11397452618,0.0168682000003173,9.094947017729282e-13,2.2737367544323206e-13,108,2025-04-22 00:10:00
D,2025-04-21,18,10779.20463759895,3,1,25541.061099714705,0.015644999999494758,9.094947017729282e-13,2.2737367544323206e-13,108,2025-04-22 00:10:00
D,2025-04-22,0,1734.8498914977415,3,9,28859.23142093855,0.022195000001374865,1.8189894035458565e-12,2.2737367544323206e-13,109,
D,2025-04-22,6,9840.229582950045,3,6,30624.304493514857,0.01939739999943413,9.094947017729282e-13,1.1368683772161603e-13,109,2025-04-23 00:10:00
