date,day_index,event_hour,branch,level,label,backend,settlement_clock,soc_event_kwh,scenario_k,source_days,scenario_weights,objective_with_surrogates_yuan,level1,expected_emergency_cost_yuan,scenario_cvar_emergency_cost_yuan,solve_seconds,max_eq_residual,horizon_intervals,epsilon,risk_lambda,alpha,contract_changed_kwh,binaries,mip_gap,contracts_locked,schema_hash
2025-02-01,31,0,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,9639.284758616803,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",76372.72558251346,76372.72558251346,5114.609203083017,25573.04601541509,0.13861460000043735,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,6,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,10800.0,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",65413.178368976245,65413.178368976245,2870.3941820843525,14351.970910421765,0.08273249999911059,3.637978807091713e-12,253,0.0,0.02,0.8,69.59964796296589,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,12,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,8370.35949413827,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",66925.89210178137,66925.89210178137,1329.1782499828687,6645.8912499143435,0.07296409999253228,1.8189894035458565e-12,217,0.0,0.02,0.8,2181.622915357754,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,18,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,10724.552391057621,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",49472.55736504243,49472.55736504243,48.78023632522063,243.90118162610318,0.05798670000513084,1.8189894035458565e-12,181,0.0,0.02,0.8,1.1368683772161603e-13,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,0,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,8172.153406568111,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",93554.36167189272,93554.36167189272,5647.089518607646,28235.447593038236,0.1468721999990521,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,6,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,10250.04198947626,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",81526.14317932767,81526.14317932767,4430.875555072538,21985.105350597798,0.08448400000634138,1.8189894035458565e-12,253,0.0,0.02,0.8,69.39239500000498,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,12,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,5280.7548311936325,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",73952.36078084823,73952.36078084823,2511.4136234654297,12441.73670574019,0.07210219999251422,1.8189894035458565e-12,217,0.0,0.02,0.8,33.01154166666686,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,18,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,9263.845227041907,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",55970.71227662956,55970.71227662956,1059.8244938687671,5193.349330798995,0.05937859999539796,1.8189894035458565e-12,181,0.0,0.02,0.8,275.8282273991262,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-03,33,0,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,4861.174216220146,9,"[9, 30, 24, 12, 27, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",115683.66692385428,115683.66692385428,5833.590558429509,29167.95279214755,0.13449930000933819,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-03,33,6,q4_3,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,10800.0,9,"[9, 30, 24, 12, 27, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",99939.98992024761,99939.98992024761,3399.1226395519866,16995.602540134936,0.09214949999295641,1.8189894035458565e-12,253,0.0,0.02,0.8,58.247882037044114,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
