name,k_target,window_days,terminal_value,floor_policy,total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,plan_kwh,emergency_kwh,emergency_share,curtailed_kwh,end_soc_kwh,realtime_soc_min_kwh,realtime_soc_max_kwh,hard_floor_interval_count,near_floor_interval_count,near_floor_hours,high_risk_emergency_kwh,solve_time_median_s,solve_time_p90_s,mean_scenario_count
vT=0.0,9,42,0.0,Q0.25,15933583.382870397,12940568.091902219,2993015.2909681783,20609670.05215998,564990.3358044502,0.02668238004542391,2685832.2923420025,7107.244602388408,1200.0,10800.0,374,820,136.66666666666666,374228.5406745821,0.27508010000019567,0.3170917900008135,9.0
vT=0.4,9,42,0.4,Q0.25,15933591.160142256,12940577.812381506,2993013.3477607504,20609692.80609089,565008.444391626,0.02668318375347803,2685875.1669253353,7107.244602388408,1200.0,10800.0,374,820,136.66666666666666,374228.5406745821,0.27500325000073644,0.3151943000002575,9.0
K=9,9,42,0.8,Q0.25,15933591.160142256,12940577.812381506,2993013.3477607504,20609692.80609089,565008.444391626,0.02668318375347803,2685875.1669253353,7107.244602388408,1200.0,10800.0,374,820,136.66666666666666,374228.5406745821,0.30481619999955,0.3998270100008085,9.0
vT=1.2,9,42,1.2,Q0.25,15933591.160142256,12940577.812381506,2993013.3477607504,20609692.80609089,565008.444391626,0.02668318375347803,2685875.1669253353,7107.244602388408,1200.0,10800.0,374,820,136.66666666666666,374228.5406745821,0.2687060999996902,0.31732614999928044,9.0
