date,risk_score,top10pct
2025-05-21,2414.7018779846617,False
2025-05-22,1188.9485310964933,False
2025-05-23,0.0,False
2025-05-24,425.53725551749943,False
2025-05-25,11214.72582124449,False
2025-05-26,4468.828419843076,False
2025-05-27,977.0071808799971,False
2025-05-28,3075.41364448966,False
2025-05-29,3407.1621409728236,False
2025-05-30,2.7552560170000104,False
2025-05-31,1285.1634020541628,False
2025-06-01,28808.433230707153,True
2025-06-02,9844.47080976324,False
2025-06-03,9158.201494359404,False
2025-06-04,9035.745769244153,False
2025-06-05,9198.757704806236,False
2025-06-06,2107.491736646997,False
2025-06-07,7359.493324529576,False
2025-06-08,10423.878454194408,False
2025-06-09,4869.603607547242,False
2025-06-10,4217.7980735331585,False
2025-06-11,7862.020830946571,False
2025-06-12,3360.517426967242,False
2025-06-13,8.281506182166632,False
2025-06-14,718.0200719585822,False
2025-06-15,15998.925004797487,True
2025-06-16,4165.035892283658,False
2025-06-17,4780.9659684296585,False
2025-06-18,1337.8632401501618,False
2025-06-19,1999.1495151316599,False
2025-06-20,6.157244016666666,False
2025-06-21,575.8667268089148,False
2025-06-22,12905.580785470569,True
2025-06-23,1594.2130015055768,False
2025-06-24,6488.575384660575,False
2025-06-25,1914.0578818355773,False
2025-06-26,2165.5289317580778,False
2025-06-27,0.0,False
2025-06-28,1007.07442385758,False
2025-06-29,14237.379156514238,True
2025-06-30,3084.774000311243,False
2025-07-01,6528.921454302657,False
2025-07-02,4177.078692930994,False
2025-07-03,7655.169114932322,False
2025-07-04,229.70209138199877,False
2025-07-05,2981.5859047434124,False
2025-07-06,21097.165986413987,True
2025-07-07,3860.8484697472427,False
2025-07-08,3308.674188864741,False
2025-07-09,2189.20239896766,False
2025-07-10,1706.180741312827,False
2025-07-11,135.97418904233217,False
2025-07-12,879.9454079882465,False
2025-07-13,9495.804772549738,False
2025-07-14,2064.7392213722414,False
2025-07-15,2162.5408722544116,False
2025-07-16,2069.5134109441606,False
2025-07-17,2644.9935342196586,False
2025-07-18,2.1880783999999043,False
2025-07-19,416.060361340248,False
2025-07-20,13430.306784794986,True
2025-07-21,3052.717639646241,False
2025-07-22,2697.4999789445765,False
2025-07-23,3040.085445852656,False
2025-07-24,2825.4560407778285,False
2025-07-25,0.0,False
2025-07-26,1120.281138476748,False
2025-07-27,14710.479979994569,True
2025-07-28,4511.763390472989,False
2025-07-29,2653.273636064575,False
2025-07-30,2236.933154615078,False
2025-07-31,2587.244039183156,False
2025-08-01,12.653623958333302,False
2025-08-02,137.56053381233244,False
2025-08-03,7488.546305509575,False
2025-08-04,468.8252881784978,False
2025-08-05,692.4400193814138,False
2025-08-06,2536.2393889543264,False
2025-08-07,937.8721286599133,False
2025-08-08,0.0,False
2025-08-09,644.3432284164146,False
2025-08-10,13626.74437856732,True
2025-08-11,1899.6845832969107,False
2025-08-12,3315.564945376991,False
2025-08-13,1726.7329533387442,False
2025-08-14,2702.668133175157,False
2025-08-15,0.0,False
2025-08-16,527.9999740028314,False
2025-08-17,12119.279452416653,True
2025-08-18,2432.0364368442442,False
2025-08-19,1298.0859621633285,False
2025-08-20,5188.231532092154,False
2025-08-21,1668.296917354661,False
2025-08-22,6.943177349999885,False
2025-08-23,2214.613098514414,False
2025-08-24,12771.20122691682,True
2025-08-25,5241.999247035991,False
2025-08-26,1617.39607548166,False
2025-08-27,2193.8313527265764,False
2025-08-28,4550.862815222323,False
2025-08-29,40.075778098333245,False
2025-08-30,577.9619521665817,False
2025-08-31,14961.989145729654,True
2025-09-01,384.9007229937488,False
2025-09-02,1087.8789554772475,False
2025-09-03,369.72228721441456,False
2025-09-04,546.1897890525811,False
2025-09-05,0.0,False
2025-09-06,1667.8883937901637,False
2025-09-07,9673.820437363573,False
2025-09-08,4469.60269012716,False
2025-09-09,1166.188092825164,False
2025-09-10,5995.105892003241,False
2025-09-11,904.27262565408,False
2025-09-12,45.56648695733321,False
2025-09-13,390.5126254211653,False
2025-09-14,16617.105885107485,True
2025-09-15,1556.6677916817462,False
2025-09-16,3202.7606014633234,False
2025-09-17,2368.005524198242,False
2025-09-18,2613.225841131657,False
2025-09-19,0.0,False
2025-09-20,1967.4331098564955,False
2025-09-21,11413.181134306156,False
2025-09-22,2840.8660861758235,False
2025-09-23,3806.257201964992,False
2025-09-24,1997.4118905939947,False
2025-09-25,2106.2053529879086,False
2025-09-26,72.67189660941654,False
2025-09-27,1819.3108066461625,False
2025-09-28,15889.781586604739,True
2025-09-29,2818.1721083737425,False
2025-09-30,4600.881205953159,False
2025-10-01,149.60551161033248,False
2025-10-02,643.378152657498,False
2025-10-03,0.0,False
2025-10-04,446.78520074916526,False
2025-10-05,9079.744232896239,False
2025-10-06,901.6980997056612,False
2025-10-07,1020.5381197244949,False
2025-10-08,2202.5168975389947,False
2025-10-09,2250.0924080417426,False
2025-10-10,0.0,False
2025-10-11,1012.8576597099972,False
2025-10-12,14041.53553226924,True
2025-10-13,1229.921909501994,False
2025-10-14,2977.9461367293247,False
2025-10-15,3698.061170036574,False
2025-10-16,4617.085972890575,False
2025-10-17,0.0,False
2025-10-18,704.0431129911651,False
2025-10-19,17084.938726747656,True
2025-10-20,3999.4236113198267,False
2025-10-21,3807.8827585707413,False
2025-10-22,3938.1027543739906,False
2025-10-23,2073.9566440814087,False
2025-10-24,6.360632510583265,False
2025-10-25,990.9209405361646,False
2025-10-26,14035.265759854323,True
2025-10-27,2322.5792295765777,False
2025-10-28,2214.679239767828,False
2025-10-29,4723.075623728156,False
2025-10-30,1940.7024637469935,False
2025-10-31,33.788879050666544,False
2025-11-01,726.8027780918306,False
2025-11-02,16698.204949289906,True
2025-11-03,3361.6771724332416,False
2025-11-04,2118.3437610249093,False
2025-11-05,2569.667576732408,False
2025-11-06,4790.591155734158,False
2025-11-07,0.0,False
2025-11-08,565.8049380957483,False
2025-11-09,16064.888264657824,True
2025-11-10,4586.869670066657,False
2025-11-11,2494.9796045899916,False
2025-11-12,2336.8532505744092,False
2025-11-13,2814.2145905785756,False
2025-11-14,0.0,False
2025-11-15,1267.5554787083304,False
2025-11-16,15965.46204785482,True
2025-11-17,1552.73847163991,False
2025-11-18,3149.7814231721604,False
2025-11-19,3032.81298724149,False
2025-11-20,2494.8784242004094,False
2025-11-21,0.0,False
2025-11-22,735.4177503297476,False
2025-11-23,14594.418667016907,True
2025-11-24,2079.4489472761607,False
2025-11-25,2795.1101695532398,False
2025-11-26,2507.130494968492,False
2025-11-27,1890.5898968750748,False
2025-11-28,0.0,False
2025-11-29,2391.845009417247,False
2025-11-30,16386.543817893238,True
2025-12-01,7963.125921337154,False
2025-12-02,7704.13622629824,False
2025-12-03,5264.507617898489,False
2025-12-04,5841.035198512242,False
2025-12-05,15.142206910499702,False
2025-12-06,2918.8704870022457,False
2025-12-07,17001.23546942107,True
2025-12-08,2783.1660968569076,False
2025-12-09,2518.7675861167413,False
2025-12-10,2848.1865302123256,False
2025-12-11,1586.3921617307428,False
2025-12-12,78.33074615724985,False
2025-12-13,911.9741693959139,False
2025-12-14,15010.543870791073,True
2025-12-15,2603.7808203232426,False
2025-12-16,2332.666756098157,False
2025-12-17,1449.7133066185734,False
2025-12-18,2208.917626392573,False
2025-12-19,0.0,False
2025-12-20,247.7356368119987,False
2025-12-21,14399.094001986488,True
2025-12-22,1639.4344582784101,False
2025-12-23,750.3546832894108,False
2025-12-24,1766.056646494076,False
2025-12-25,1612.42279355816,False
2025-12-26,0.0,False
2025-12-27,452.0433179801651,False
2025-12-28,12190.311500293905,True
2025-12-29,1068.9965669510798,False
2025-12-30,1008.4532824092447,False
2025-12-31,1977.6074028735761,False
