date,day_index,event_hour,branch,level,label,backend,settlement_clock,soc_event_kwh,scenario_k,source_days,scenario_weights,objective_with_surrogates_yuan,level1,expected_emergency_cost_yuan,scenario_cvar_emergency_cost_yuan,solve_seconds,max_eq_residual,horizon_intervals,epsilon,risk_lambda,alpha,contract_changed_kwh,binaries,mip_gap,contracts_locked,schema_hash
2025-01-09,8,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,7802.123952434151,5,"[2, 3, 1, 5, 4]","[0.2, 0.2, 0.2, 0.2, 0.2]",135062.1791538018,135062.1791538018,0.0,0.0,0.058673599996836856,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-10,9,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,7413.609721762699,6,"[2, 3, 1, 6, 5, 4]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",89686.77933301993,89686.77933301993,16294.703609896047,81473.51804948025,0.07769789999292698,9.094947017729282e-13,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-11,10,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,9975.094608128036,7,"[2, 3, 7, 1, 6, 5, 4]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",99470.94142315263,99470.94142315263,12878.722656793661,64393.61328396832,0.12615440000081435,1.4551915228366852e-11,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-12,11,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,10115.577835917697,8,"[2, 3, 7, 1, 6, 5, 4, 8]","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",132164.81437386433,132164.81437386433,17734.55927667892,88672.79638339461,0.11437680000381079,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-13,12,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,4415.858030257764,9,"[2, 9, 3, 7, 8, 1, 6, 5, 4]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",159746.29243704252,159746.29243704252,16699.48704504521,83497.43522522607,0.1301958999974886,5.820766091346741e-11,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-14,13,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,4993.212552691399,9,"[2, 9, 3, 10, 7, 1, 6, 5, 4]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",160674.12708218087,160674.12708218087,16616.546116779307,83082.73058389654,0.1277193999994779,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-15,14,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,5811.722075398043,9,"[2, 3, 7, 8, 1, 5, 4, 11, 10]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",161928.92804614804,161928.92804614804,10307.010113330927,51535.05056665464,0.1299496999999974,4.3655745685100555e-11,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-16,15,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,7491.871201083418,9,"[9, 3, 10, 12, 8, 1, 6, 5, 11]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",109608.6371025898,109608.6371025898,6154.738544898662,30773.692724493314,0.1554154000041308,7.275957614183426e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-17,16,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,3028.877684538996,9,"[9, 3, 10, 12, 7, 1, 6, 5, 11]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",74484.47762877977,74484.47762877977,4285.912096095039,21429.560480475197,0.2160260999953607,7.275957614183426e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-18,17,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,9912.667905545324,9,"[9, 3, 10, 13, 7, 14, 6, 5, 11]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",91575.52843142106,91575.52843142106,4137.37723604309,20686.886180215457,0.14695189999474678,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-19,18,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,10560.978533954698,9,"[9, 3, 12, 13, 15, 14, 1, 5, 11]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",114947.46031879455,114947.46031879455,5707.518700670049,28537.59350335025,0.15731599999708124,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-20,19,0,q4_2,B0,JANUARY_B0,q4-inheritance-v2,delivery,6624.233085363045,9,"[9, 16, 10, 12, 15, 14, 1, 5, 11]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",138008.21908961478,138008.21908961478,5847.969078992981,29239.845394964912,0.1596292999893194,7.275957614183426e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
