date,day_index,branch,level,label,backend,settlement_clock,cash_fee_yuan,regular_fee_yuan,emergency_fee_yuan,emergency_kwh,charge_kwh,discharge_kwh,unused_contract_kwh,curtailment_kwh,pv_curtailment_kwh,S00_kwh,S24_kwh,next_tail_target_soc_kwh,max_physics_residual,template_plan_reference_fee_yuan,template_final_regular_fee_yuan
2025-01-09,8,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,100313.2513799507,100313.2513799507,0.0,0.0,23033.845267691988,21966.093030451604,23135.040329472973,0.0,0.0,7802.124421984468,6499.6536268645805,5833.136147123706,9.094947017729282e-13,102738.92848240308,100220.91645602153
2025-01-10,9,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,49739.52281024233,49739.52281024233,0.0,0.0,22151.103535547598,16367.13200767087,23570.223900192963,4626.603016666666,4626.603016666666,6499.6536268645805,10261.563614798133,6293.689023490659,9.094947017729282e-13,50492.26591141541,49537.21589907566
2025-01-11,10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,29892.264599887585,29892.264599887585,0.0,0.0,22040.442428775707,19666.11526072222,4309.173320864203,2583.455700452685,2583.455700452685,10261.563614798133,10441.057578195452,9216.103599662418,9.094947017729282e-13,30537.56124021748,30100.459587887588
2025-01-12,11,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,107860.37839653794,64193.07670874364,43667.3016877943,7227.3833326419735,21248.59457476337,24504.707470155296,97.44162861111215,0.0,0.0,10441.057578195452,4769.014691042451,4233.801098817601,9.059419880941277e-13,59948.50098306314,63984.881720743644
2025-01-13,12,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,76425.00226421448,76273.79823077636,151.20403343811628,30.036558092593623,29027.45024512912,25913.600511405344,6531.3179214917745,0.0,0.0,4769.014691042451,4991.538593007066,5149.969069024573,9.094947017729282e-13,76766.20433138238,76534.9906635597
2025-01-14,13,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,77166.82890574934,75778.03353891618,1388.7953668331643,186.1141569722207,28827.192934413564,24537.513711757143,3925.8695637757337,0.0,0.0,4991.538593007066,6474.604577310031,5929.324368611282,9.094947017729282e-13,75516.84110613284,75516.84110613285
2025-01-15,14,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,81196.05886694179,80031.29255062196,1164.766316319831,208.2736187592528,24877.419409413575,22114.865077455812,6284.442194419992,0.0,0.0,6474.604577310031,6764.282272259579,6000.973989877757,9.094947017729282e-13,81178.40779217303,80284.59818144696
2025-01-16,15,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,69559.6246616058,69042.19290165241,517.4317599534047,72.23968324999885,26448.093798804246,27409.41038038879,897.5638468312803,0.0,0.0,6764.282272259579,2963.091749694955,3491.2803765802296,9.059419880941277e-13,69157.72238541074,69200.25135572325
2025-01-17,16,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,38365.267191967505,38365.267191967505,0.0,0.0,25023.613897958174,15892.142060577016,13611.958690114205,4456.506015547605,4456.506015547605,2963.091749694955,9950.787708090933,7415.804700817052,9.094947017729282e-13,39190.951109370726,38359.31850666334
2025-01-18,17,q4_3,B1,JANUARY_B1,q4-inheritance-v2,delivery,27073.001132203924,27073.001132203924,0.0,0.0,21855.92294123096,19562.683797506023,3375.893479740403,2687.959300878081,2687.959300878081,9950.787708090933,10064.257450652074,8932.885372682964,9.094947017729282e-13,27936.263203223378,26912.634443203926
