date,day_index,plan_j,branch,level,backend,settlement_clock,B_kwh,A_kwh,delta_kwh,price_yuan_per_kwh,adjustment_price_yuan_per_kwh,plan_reference_fee_yuan,final_regular_fee_yuan
2025-02-01,31,0,q4_2,B0,q4-inheritance-v2,delivery,306.34908939814875,306.34908939814875,0.0,0.3281,0.3281,100.5131362315326,100.5131362315326
2025-02-01,31,1,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3257,0.3257,0.0,0.0
2025-02-01,31,2,q4_2,B0,q4-inheritance-v2,delivery,1308.0366018518519,1308.0366018518519,0.0,0.3041,0.3041,397.77393062314815,397.77393062314815
2025-02-01,31,3,q4_2,B0,q4-inheritance-v2,delivery,1310.9539874074073,1310.9539874074073,0.0,0.3126,0.3126,409.8042164635555,409.8042164635555
2025-02-01,31,4,q4_2,B0,q4-inheritance-v2,delivery,498.7111180555554,498.7111180555554,0.0,0.3286,0.3286,163.8764733930555,163.8764733930555
2025-02-01,31,5,q4_2,B0,q4-inheritance-v2,delivery,524.6610462962963,524.6610462962963,0.0,0.3438,0.3438,180.37846771666665,180.37846771666665
2025-02-01,31,6,q4_2,B0,q4-inheritance-v2,delivery,92.53405101851956,92.53405101851956,0.0,0.3704,0.3704,34.274612497259646,34.274612497259646
2025-02-01,31,7,q4_2,B0,q4-inheritance-v2,delivery,489.94929722222224,489.94929722222224,0.0,0.3746,0.3746,183.53500673944444,183.53500673944444
2025-02-01,31,8,q4_2,B0,q4-inheritance-v2,delivery,526.545361111111,526.545361111111,0.0,0.3606,0.3606,189.8722572166666,189.8722572166666
2025-02-01,31,9,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3582,0.3582,0.0,0.0
2025-02-01,31,10,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3041,0.3041,0.0,0.0
2025-02-01,31,11,q4_2,B0,q4-inheritance-v2,delivery,1364.806388888889,1364.806388888889,0.0,0.2537,0.2537,346.2513808611111,346.2513808611111
2025-02-01,31,12,q4_2,B0,q4-inheritance-v2,delivery,1342.9020710185184,1342.9020710185184,0.0,0.3346,0.3346,449.3350329627963,449.3350329627963
2025-02-01,31,13,q4_2,B0,q4-inheritance-v2,delivery,513.5266538888887,513.5266538888887,0.0,0.3971,0.3971,203.92143425927773,203.92143425927773
2025-02-01,31,14,q4_2,B0,q4-inheritance-v2,delivery,538.6677685185185,538.6677685185185,0.0,0.367,0.367,197.6910710462963,197.6910710462963
2025-02-01,31,15,q4_2,B0,q4-inheritance-v2,delivery,507.21728212962967,507.21728212962967,0.0,0.3185,0.3185,161.54870435828704,161.54870435828704
2025-02-01,31,16,q4_2,B0,q4-inheritance-v2,delivery,488.02732351851853,488.02732351851853,0.0,0.3285,0.3285,160.31697577583336,160.31697577583336
2025-02-01,31,17,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3772,0.3772,0.0,0.0
2025-02-01,31,18,q4_2,B0,q4-inheritance-v2,delivery,558.0251619444444,558.0251619444444,0.0,0.3815,0.3815,212.88659928180556,212.88659928180556
2025-02-01,31,19,q4_2,B0,q4-inheritance-v2,delivery,583.7669164814815,583.7669164814815,0.0,0.3822,0.3822,223.11571547922225,223.11571547922225
2025-02-01,31,20,q4_2,B0,q4-inheritance-v2,delivery,554.2607314814815,554.2607314814815,0.0,0.3962,0.3962,219.59810181296294,219.59810181296294
2025-02-01,31,21,q4_2,B0,q4-inheritance-v2,delivery,329.7121452777779,329.7121452777779,0.0,0.3879,0.3879,127.89534115325006,127.89534115325006
2025-02-01,31,22,q4_2,B0,q4-inheritance-v2,delivery,557.7457591666667,557.7457591666667,0.0,0.3405,0.3405,189.91243099625004,189.91243099625004
2025-02-01,31,23,q4_2,B0,q4-inheritance-v2,delivery,567.5843796296298,567.5843796296298,0.0,0.3164,0.3164,179.58369771481486,179.58369771481486
2025-02-01,31,24,q4_2,B0,q4-inheritance-v2,delivery,568.9453477777778,568.9453477777778,0.0,0.3916,0.3916,222.7989981897778,222.7989981897778
2025-02-01,31,25,q4_2,B0,q4-inheritance-v2,delivery,597.5417283333333,597.5417283333333,0.0,0.4109,0.4109,245.52989617216662,245.52989617216662
2025-02-01,31,26,q4_2,B0,q4-inheritance-v2,delivery,615.2078240740741,615.2078240740741,0.0,0.361,0.361,222.09002449074075,222.09002449074075
2025-02-01,31,27,q4_2,B0,q4-inheritance-v2,delivery,1391.4288143518518,1391.4288143518518,0.0,0.3799,0.3799,528.6038065722685,528.6038065722685
2025-02-01,31,28,q4_2,B0,q4-inheritance-v2,delivery,510.5426005555555,510.5426005555555,0.0,0.4094,0.4094,209.01614066744443,209.01614066744443
2025-02-01,31,29,q4_2,B0,q4-inheritance-v2,delivery,536.5921851851853,536.5921851851853,0.0,0.4052,0.4052,217.42715343703708,217.42715343703708
2025-02-01,31,30,q4_2,B0,q4-inheritance-v2,delivery,602.8739514983165,602.8739514983165,0.0,0.3896,0.3896,234.8796915037441,234.8796915037441
2025-02-01,31,31,q4_2,B0,q4-inheritance-v2,delivery,630.5984100925925,630.5984100925925,0.0,0.3908,0.3908,246.43785866418514,246.43785866418514
2025-02-01,31,32,q4_2,B0,q4-inheritance-v2,delivery,602.94475,602.94475,0.0,0.3821,0.3821,230.385188975,230.385188975
2025-02-01,31,33,q4_2,B0,q4-inheritance-v2,delivery,587.8532120707071,587.8532120707071,0.0,0.3475,0.3475,204.2789911945707,204.2789911945707
2025-02-01,31,34,q4_2,B0,q4-inheritance-v2,delivery,586.8936771296296,586.8936771296296,0.0,0.5182,0.5182,304.1283034885741,304.1283034885741
2025-02-01,31,35,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8102,0.8102,0.0,0.0
2025-02-01,31,36,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8756,0.8756,0.0,0.0
2025-02-01,31,37,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.818,0.818,0.0,0.0
2025-02-01,31,38,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7708,0.7708,0.0,0.0
2025-02-01,31,39,q4_2,B0,q4-inheritance-v2,delivery,302.3432195568216,302.3432195568216,0.0,0.7715,0.7715,233.25779388808786,233.25779388808786
2025-02-01,31,40,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8181,0.8181,0.0,0.0
2025-02-01,31,41,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8678,0.8678,0.0,0.0
2025-02-01,31,42,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.864,0.864,0.0,0.0
2025-02-01,31,43,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8237,0.8237,0.0,0.0
2025-02-01,31,44,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7654,0.7654,0.0,0.0
2025-02-01,31,45,q4_2,B0,q4-inheritance-v2,delivery,438.4628249242426,438.4628249242426,0.0,0.7258,0.7258,318.2363183300153,318.2363183300153
2025-02-01,31,46,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8697,0.8697,0.0,0.0
2025-02-01,31,47,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,1.0783,1.0783,0.0,0.0
2025-02-01,31,48,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,1.0448,1.0448,0.0,0.0
2025-02-01,31,49,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9667,0.9667,0.0,0.0
2025-02-01,31,50,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9429,0.9429,0.0,0.0
2025-02-01,31,51,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.893,0.893,0.0,0.0
2025-02-01,31,52,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9266,0.9266,0.0,0.0
2025-02-01,31,53,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9995,0.9995,0.0,0.0
2025-02-01,31,54,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9415,0.9415,0.0,0.0
2025-02-01,31,55,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8825,0.8825,0.0,0.0
2025-02-01,31,56,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8929,0.8929,0.0,0.0
2025-02-01,31,57,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.9059,0.9059,0.0,0.0
2025-02-01,31,58,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8581,0.8581,0.0,0.0
2025-02-01,31,59,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8084,0.8084,0.0,0.0
2025-02-01,31,60,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8605,0.8605,0.0,0.0
2025-02-01,31,61,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8292,0.8292,0.0,0.0
2025-02-01,31,62,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7446,0.7446,0.0,0.0
2025-02-01,31,63,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7982,0.7982,0.0,0.0
2025-02-01,31,64,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.6917,0.6917,0.0,0.0
2025-02-01,31,65,q4_2,B0,q4-inheritance-v2,delivery,677.4085902777776,677.4085902777776,0.0,0.438,0.438,296.7049625416666,296.7049625416666
2025-02-01,31,66,q4_2,B0,q4-inheritance-v2,delivery,639.711492996633,639.711492996633,0.0,0.3671,0.3671,234.83808907906393,234.83808907906393
2025-02-01,31,67,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3419,0.3419,0.0,0.0
2025-02-01,31,68,q4_2,B0,q4-inheritance-v2,delivery,97.06369042939735,97.06369042939735,0.0,0.308,0.308,29.895616652254386,29.895616652254386
2025-02-01,31,69,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3563,0.3563,0.0,0.0
2025-02-01,31,70,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.3499,0.3499,0.0,0.0
2025-02-01,31,71,q4_2,B0,q4-inheritance-v2,delivery,524.8029943181817,524.8029943181817,0.0,0.2979,0.2979,156.33881200738634,156.33881200738634
2025-02-01,31,72,q4_2,B0,q4-inheritance-v2,delivery,533.1363537962964,533.1363537962964,0.0,0.3528,0.3528,188.09050561933336,188.09050561933336
2025-02-01,31,73,q4_2,B0,q4-inheritance-v2,delivery,541.4091385437711,541.4091385437711,0.0,0.4214,0.4214,228.14981098234512,228.14981098234512
2025-02-01,31,74,q4_2,B0,q4-inheritance-v2,delivery,518.0268712121211,518.0268712121211,0.0,0.4077,0.4077,211.19955539318178,211.19955539318178
2025-02-01,31,75,q4_2,B0,q4-inheritance-v2,delivery,463.49748158249145,463.49748158249145,0.0,0.3359,0.3359,155.68880406355888,155.68880406355888
2025-02-01,31,76,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.4541,0.4541,0.0,0.0
2025-02-01,31,77,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.6884,0.6884,0.0,0.0
2025-02-01,31,78,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7168,0.7168,0.0,0.0
2025-02-01,31,79,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7194,0.7194,0.0,0.0
2025-02-01,31,80,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.7375,0.7375,0.0,0.0
2025-02-01,31,81,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.6413,0.6413,0.0,0.0
2025-02-01,31,82,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.6761,0.6761,0.0,0.0
2025-02-01,31,83,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8225,0.8225,0.0,0.0
2025-02-01,31,84,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8111,0.8111,0.0,0.0
2025-02-01,31,85,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8061,0.8061,0.0,0.0
2025-02-01,31,86,q4_2,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.8727,0.8727,0.0,0.0
