date,day_index,branch,level,label,backend,settlement_clock,cash_fee_yuan,regular_fee_yuan,emergency_fee_yuan,emergency_kwh,charge_kwh,discharge_kwh,unused_contract_kwh,curtailment_kwh,pv_curtailment_kwh,S00_kwh,S24_kwh,next_tail_target_soc_kwh,max_physics_residual,template_plan_reference_fee_yuan,template_final_regular_fee_yuan
2025-02-01,31,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,21151.07996196831,21151.07996196831,0.0,0.0,13203.831563752656,12837.412513950334,6095.139401010378,5107.0962,5107.0962,9240.560328473632,8234.993867534266,6684.643589183334,9.094947017729282e-13,20998.36865361831,20998.36865361831
2025-02-02,32,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,85279.15095399706,48945.101289109436,36334.04966488762,6383.788462787614,18530.406376559753,18746.4184974096,127.41552601851879,5.684341886080802e-14,5.684341886080802e-14,8234.993867534266,6054.020762223359,6880.096666546095,8.881784197001252e-13,48975.119742292765,48975.11974229277
2025-02-03,33,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,63706.604381311896,63706.604381311896,0.0,0.0,21155.77333253242,18216.16607717701,5052.790914855323,0.0,0.0,6054.020762223359,6922.624566881346,6197.327494197019,9.094947017729282e-13,63669.41197167023,63669.41197167024
2025-02-04,34,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,64010.71832451599,64010.71832451599,0.0,0.0,21473.49917049728,19320.44517288973,4881.977065787519,64.33819999999997,64.33819999999997,6922.624566881346,6928.637195721283,6179.41467753828,9.094947017729282e-13,64039.14253069932,64039.142530699326
2025-02-05,35,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,63211.60227748723,63211.60227748723,0.0,0.0,21807.859504823566,18857.363529952017,4214.685649217803,2.052500000000066,2.052500000000066,6928.637195721283,7739.982800699151,7118.239792050589,9.094947017729282e-13,63249.07586323723,63249.07586323723
2025-02-06,36,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,63210.071191108575,63210.071191108575,0.0,0.0,19596.79511129343,18233.03416303855,5138.746776422496,1.400816666666742,1.400816666666742,7739.982800699151,7111.829481146639,6375.299551885876,9.094947017729282e-13,63071.55528585858,63071.55528585858
2025-02-07,37,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,30008.874539789624,30008.874539789624,0.0,0.0,14239.713812212396,10107.05390163552,15712.685403732228,9750.435909505246,9750.435909505246,7111.829481146639,9967.03788939186,6111.121686568446,9.094947017729282e-13,30009.415358302125,30009.415358302125
2025-02-08,38,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,18148.103783030678,18148.103783030678,0.0,0.0,12568.8251490418,13492.014943655726,4327.6504105424765,5167.094166666667,5167.094166666667,9967.03788939186,7669.039902078265,6371.350491635753,7.958078640513122e-13,18192.454802743174,18192.454802743177
2025-02-09,39,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,112233.36943609126,45600.25288439494,66633.11655169632,11702.516493458652,16238.202985739823,16277.626254348064,3.410605131648481e-13,1.7053025658242404e-13,1.7053025658242404e-13,7669.039902078265,5915.8272434385635,6627.175720202901,8.810729923425242e-13,45653.4179913991,45653.41799139911
2025-02-10,40,q4_2,B0,MATCHED_FIXED_DECISION,q4-inheritance-v2,delivery,59505.01326878217,59505.01326878217,0.0,0.0,18710.727703128494,16292.62669850421,8653.473623457972,670.6342500000001,670.6342500000001,5915.8272434385635,6492.445631720031,5603.194329360745,9.094947017729282e-13,59519.415384928,59519.415384928
