date,day_index,plan_j,branch,level,backend,settlement_clock,B_kwh,A_kwh,delta_kwh,price_yuan_per_kwh,adjustment_price_yuan_per_kwh,plan_reference_fee_yuan,final_regular_fee_yuan
2025-01-09,8,0,q4_3,B0,q4-inheritance-v2,delivery,1592.2532494444442,1592.2532494444442,0.0,0.4191,0.4191,667.3133368421666,667.3133368421666
2025-01-09,8,1,q4_3,B0,q4-inheritance-v2,delivery,1585.3779635185183,1585.3779635185183,0.0,0.4194,0.4194,664.9075178996666,664.9075178996666
2025-01-09,8,2,q4_3,B0,q4-inheritance-v2,delivery,749.0423518518518,749.0423518518518,0.0,0.438,0.438,328.08055011111105,328.08055011111105
2025-01-09,8,3,q4_3,B0,q4-inheritance-v2,delivery,761.313264537037,761.313264537037,0.0,0.4088,0.4088,311.2248625427407,311.2248625427407
2025-01-09,8,4,q4_3,B0,q4-inheritance-v2,delivery,1589.904314537037,1589.904314537037,0.0,0.4364,0.4364,693.8342428639629,693.8342428639629
2025-01-09,8,5,q4_3,B0,q4-inheritance-v2,delivery,739.376351851852,739.376351851852,0.0,0.5088,0.5088,376.1946878222223,376.1946878222223
2025-01-09,8,6,q4_3,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.5012,0.5012,0.0,0.0
2025-01-09,8,7,q4_3,B0,q4-inheritance-v2,delivery,750.1147890740741,750.1147890740741,0.0,0.478,0.478,358.5548691774074,358.5548691774074
2025-01-09,8,8,q4_3,B0,q4-inheritance-v2,delivery,1597.031546296296,1597.031546296296,0.0,0.4707,0.4707,751.7227488416665,751.7227488416665
2025-01-09,8,9,q4_3,B0,q4-inheritance-v2,delivery,764.7665832407407,764.7665832407407,0.0,0.4535,0.4535,346.8216454996759,346.8216454996759
2025-01-09,8,10,q4_3,B0,q4-inheritance-v2,delivery,599.7602761450125,599.7602761450125,0.0,0.4965,0.4965,297.7809771059987,297.7809771059987
2025-01-09,8,11,q4_3,B0,q4-inheritance-v2,delivery,0.0,0.0,0.0,0.5399,0.5399,0.0,0.0
2025-01-09,8,12,q4_3,B0,q4-inheritance-v2,delivery,818.3751710185186,818.3751710185186,0.0,0.4534,0.4534,371.0513025397963,371.0513025397963
2025-01-09,8,13,q4_3,B0,q4-inheritance-v2,delivery,1658.4500332407406,1658.4500332407406,0.0,0.4312,0.4312,715.1236543334074,715.1236543334074
2025-01-09,8,14,q4_3,B0,q4-inheritance-v2,delivery,799.1685185185185,799.1685185185185,0.0,0.4938,0.4938,394.6294144444444,394.6294144444444
2025-01-09,8,15,q4_3,B0,q4-inheritance-v2,delivery,831.1928503703705,831.1928503703705,0.0,0.475,0.475,394.81660392592596,394.81660392592596
2025-01-09,8,16,q4_3,B0,q4-inheritance-v2,delivery,834.9237889814816,834.9237889814816,0.0,0.4826,0.4826,402.934220562463,402.934220562463
