date,day_index,event_hour,branch,level,label,backend,settlement_clock,soc_event_kwh,scenario_k,source_days,scenario_weights,objective_with_surrogates_yuan,level1,expected_emergency_cost_yuan,scenario_cvar_emergency_cost_yuan,solve_seconds,max_eq_residual,horizon_intervals,epsilon,risk_lambda,alpha,contract_changed_kwh,binaries,mip_gap,contracts_locked,schema_hash
2025-02-01,31,0,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,9341.154431170726,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",79176.86757782998,79176.86757782998,4756.100171466343,23780.50085733172,0.1333011999959126,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,6,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,10614.7667431312,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",69637.9227693602,69637.9227693602,2889.563618353491,14447.81809176746,0.08188939999672584,1.0913936421275139e-11,253,0.0,0.02,0.8,69.59964796296539,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,12,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,8235.650584781564,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",72700.39969976661,72700.39969976661,1348.1613301669747,6740.806650834875,0.0730980000080308,1.8189894035458565e-12,217,0.0,0.02,0.8,2039.627257129634,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-01,31,18,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,10800.0,9,"[9, 3, 10, 12, 8, 15, 22, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",53167.16111421796,53167.16111421796,495.57245098636184,2477.8622549318093,0.05320870000286959,1.8189894035458565e-12,181,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,0,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,10587.75488236358,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",107089.86230608412,107089.86230608412,7239.428813276852,36197.14406638427,0.1307513000065228,7.275957614183426e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,6,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,10259.851896905278,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",94564.63836483317,94564.63836483317,5550.607430401323,27541.382831716255,0.08171310000761878,7.275957614183426e-12,253,0.0,0.02,0.8,69.39239500000457,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,12,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,5444.250502889047,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",84406.84218866644,84406.84218866644,3163.4168377029255,15680.808787217962,0.07285180001053959,1.8189894035458565e-12,217,0.0,0.02,0.8,27.006483333333563,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-02,32,18,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,9410.141327952666,9,"[9, 3, 10, 7, 8, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",61182.39349129291,61182.39349129291,1260.4367849163348,6206.7738744160015,0.05592820000310894,1.8189894035458565e-12,181,0.0,0.02,0.8,1.1368683772161603e-13,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-03,33,0,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,5546.252832488983,9,"[9, 30, 24, 12, 27, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",133105.55121924717,133105.55121924717,7336.382751556082,36681.91375778042,0.13262859999667853,1.8189894035458565e-12,289,0.0,0.02,0.8,0.0,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-02-03,33,6,q4_3,B0,FORMAL_BACKUP,q4-inheritance-v2,delivery,10800.0,9,"[9, 30, 24, 12, 27, 15, 29, 5, 18]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",115654.38309544916,115654.38309544916,4306.136567614617,21530.68283807309,0.08166650000202935,7.275957614183426e-12,253,0.0,0.02,0.8,71.4376766666715,0,0.0,False,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
