strategy,date,event_hour,soc_kwh,scenario_count,node_count,objective,solve_seconds,max_eq_residual,max_ub_violation,latest_history_day,continuation_first_time,terminal_time,scenario_weight_sum,clip_rate,terminal_shortfall_expected_kwh,terminal_shortfall_binding_scenarios
D,2025-04-08,0,5292.38363799472,9,1,78279.99514059845,0.2520673000108218,1.8189894035458565e-12,7.275957614183426e-12,95,2025-04-09 00:10:00,2025-04-10 00:10:00,1.0,0.0,0.0,0
D,2025-04-08,6,10535.587801723686,9,1,64786.91580957038,0.10028239998791832,1.8189894035458565e-12,5.4569682106375694e-12,95,2025-04-09 00:10:00,2025-04-10 00:10:00,1.0,0.0,0.0,0
D,2025-04-08,12,7889.221083747136,9,1,63180.97775851031,0.08046539999486413,1.8189894035458565e-12,3.410605131648481e-13,95,2025-04-09 00:10:00,2025-04-10 00:10:00,1.0,0.0,0.0,0
D,2025-04-08,18,10645.591965937403,9,1,52135.957962168344,0.06907789999968372,1.8189894035458565e-12,3.410605131648481e-13,95,2025-04-09 00:10:00,2025-04-10 00:10:00,1.0,0.0,0.0,0
D,2025-04-09,0,6871.787852637977,9,1,76090.191444103,0.1629188999941107,1.8189894035458565e-12,1.1368683772161603e-13,96,2025-04-10 00:10:00,2025-04-11 00:10:00,1.0,0.0,0.0,0
D,2025-04-09,6,10353.088133914864,9,1,69154.68232445812,0.10591530000965577,1.8189894035458565e-12,9.094947017729282e-13,96,2025-04-10 00:10:00,2025-04-11 00:10:00,1.0,0.0,0.0,0
D,2025-04-09,12,6021.276981054567,9,1,74094.3929356451,0.08762120000028517,1.8189894035458565e-12,3.410605131648481e-13,96,2025-04-10 00:10:00,2025-04-11 00:10:00,1.0,0.0,0.0,0
D,2025-04-09,18,10729.000864789743,9,1,51245.21038891688,0.07349840000097174,1.8189894035458565e-12,3.410605131648481e-13,96,2025-04-10 00:10:00,2025-04-11 00:10:00,1.0,0.0,0.0,0
D,2025-04-10,0,7032.145304818776,9,1,60651.7472439414,0.18025560000387486,1.8189894035458565e-12,4.547473508864641e-13,97,2025-04-11 00:10:00,2025-04-12 00:10:00,1.0,0.0,0.0,0
D,2025-04-10,6,10254.74878965092,9,1,52585.65837740698,0.10365820000879467,1.8189894035458565e-12,7.275957614183426e-12,97,2025-04-11 00:10:00,2025-04-12 00:10:00,1.0,0.0,0.0,0
D,2025-04-10,12,7650.821844302173,9,1,46976.38245218014,0.08690689998911694,1.8189894035458565e-12,4.547473508864641e-13,97,2025-04-11 00:10:00,2025-04-12 00:10:00,1.0,0.0,0.0,0
D,2025-04-10,18,10800.0,9,1,33850.83696039731,0.06911260000197217,9.094947017729282e-13,2.2737367544323206e-13,97,2025-04-11 00:10:00,2025-04-12 00:10:00,1.0,0.0,0.0,0
D,2025-04-11,0,4606.422959343522,9,1,43495.26029215871,0.19600199999695178,1.8189894035458565e-12,1.1368683772161603e-13,98,2025-04-12 00:10:00,2025-04-13 00:10:00,1.0,0.0,0.0,0
D,2025-04-11,6,7113.504576583457,9,1,36429.547264211986,0.09295199999178294,1.8189894035458565e-12,3.410605131648481e-13,98,2025-04-12 00:10:00,2025-04-13 00:10:00,1.0,0.0,0.0,0
D,2025-04-11,12,10800.0,9,1,35226.6328272532,0.08116919999883976,1.8189894035458565e-12,3.410605131648481e-13,98,2025-04-12 00:10:00,2025-04-13 00:10:00,1.0,0.0,0.0,0
D,2025-04-11,18,10800.0,9,1,30702.55432580356,0.06348749999597203,1.8189894035458565e-12,9.094947017729282e-13,98,2025-04-12 00:10:00,2025-04-13 00:10:00,1.0,0.0,0.0,0
D,2025-04-12,0,7507.441437946024,9,1,44684.82059880981,0.15291820000857115,1.8189894035458565e-12,1.1368683772161603e-13,99,2025-04-13 00:10:00,2025-04-14 00:10:00,1.0,0.0,0.0,0
D,2025-04-12,6,4655.953215997841,9,1,38079.484666033415,0.10186490000342019,1.8189894035458565e-12,5.4569682106375694e-12,99,2025-04-13 00:10:00,2025-04-14 00:10:00,1.0,0.0,0.0,0
D,2025-04-12,12,10800.0,9,1,38095.461989310636,0.09078840000438504,1.8189894035458565e-12,1.8189894035458565e-12,99,2025-04-13 00:10:00,2025-04-14 00:10:00,1.0,0.0,0.0,0
D,2025-04-12,18,10781.520374921018,9,1,39441.592152637815,0.06470329999865498,1.8189894035458565e-12,1.1368683772161603e-13,99,2025-04-13 00:10:00,2025-04-14 00:10:00,1.0,0.0,0.0,0
D,2025-04-13,0,6181.782814755657,9,1,54342.75624589713,0.16799500001070555,1.8189894035458565e-12,1.1368683772161603e-13,100,2025-04-14 00:10:00,2025-04-15 00:10:00,1.0,0.0,0.0,0
D,2025-04-13,6,6715.251806777473,9,1,46798.22589872617,0.10057470000174362,1.8189894035458565e-12,3.410605131648481e-13,100,2025-04-14 00:10:00,2025-04-15 00:10:00,1.0,0.0,0.0,0
D,2025-04-13,12,3528.262550356811,9,1,49148.630627313985,0.09028699999907985,1.8189894035458565e-12,3.410605131648481e-13,100,2025-04-14 00:10:00,2025-04-15 00:10:00,1.0,0.0,0.0,0
D,2025-04-13,18,7789.410213746671,9,1,42877.93883496605,0.07232450001174584,1.8189894035458565e-12,3.410605131648481e-13,100,2025-04-14 00:10:00,2025-04-15 00:10:00,1.0,0.0,0.0,0
D,2025-04-14,0,2576.7602106585277,9,1,75191.95070624883,0.24437369999941438,1.8189894035458565e-12,7.275957614183426e-12,101,2025-04-15 00:10:00,2025-04-16 00:10:00,1.0,0.0,0.0,0
D,2025-04-14,6,9983.244305018414,9,1,60599.543098339556,0.10567109999828972,1.8189894035458565e-12,1.8189894035458565e-12,101,2025-04-15 00:10:00,2025-04-16 00:10:00,1.0,0.0,0.0,0
D,2025-04-14,12,7248.831374454675,9,1,56575.02956470929,0.08592579999822192,1.8189894035458565e-12,2.8421709430404007e-13,101,2025-04-15 00:10:00,2025-04-16 00:10:00,1.0,0.0,0.0,0
D,2025-04-14,18,10800.0,9,1,47205.22777288147,0.07001029999810271,1.8189894035458565e-12,2.8421709430404007e-13,101,2025-04-15 00:10:00,2025-04-16 00:10:00,1.0,0.0,0.0,0
D,2025-04-15,0,5879.926956201187,9,1,68338.6512697725,0.17658660000597592,1.8189894035458565e-12,3.637978807091713e-12,102,2025-04-16 00:10:00,2025-04-17 00:10:00,1.0,0.0,0.0,0
D,2025-04-15,6,10584.630602514646,9,1,62253.93364386277,0.11009279999416322,1.8189894035458565e-12,1.8189894035458565e-12,102,2025-04-16 00:10:00,2025-04-17 00:10:00,1.0,0.0,0.0,0
D,2025-04-15,12,9162.646887828862,9,1,58551.89143538979,0.0923765000043204,1.8189894035458565e-12,2.2737367544323206e-13,102,2025-04-16 00:10:00,2025-04-17 00:10:00,1.0,0.0,0.0,0
D,2025-04-15,18,9835.61975340273,9,1,50839.89957522154,0.07269410000299104,1.8189894035458565e-12,2.2737367544323206e-13,102,2025-04-16 00:10:00,2025-04-17 00:10:00,1.0,0.0,0.0,0
D,2025-04-16,0,5454.879314139386,9,1,71413.48120629131,0.17877180001232773,9.094947017729282e-13,9.094947017729282e-13,103,2025-04-17 00:10:00,2025-04-18 00:10:00,1.0,0.0,0.0,0
D,2025-04-16,6,9979.426078474911,9,1,65098.849059460816,0.09938559999864083,9.094947017729282e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00,2025-04-18 00:10:00,1.0,0.0,0.0,0
D,2025-04-16,12,6813.999242226232,9,1,56745.59283010015,0.08609219999925699,9.094947017729282e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00,2025-04-18 00:10:00,1.0,0.0,0.0,0
D,2025-04-16,18,10496.043620629765,9,1,51725.91941655874,0.07246899999154266,9.094947017729282e-13,1.7053025658242404e-13,103,2025-04-17 00:10:00,2025-04-18 00:10:00,1.0,0.0,0.0,0
D,2025-04-17,0,5710.932370791765,9,1,54385.691946120634,0.2487738000054378,1.8189894035458565e-12,1.1368683772161603e-13,104,2025-04-18 00:10:00,2025-04-19 00:10:00,1.0,0.0,0.0,0
D,2025-04-17,6,10294.686804962448,9,1,48524.69804772933,0.1062614999973448,1.8189894035458565e-12,2.1827872842550278e-11,104,2025-04-18 00:10:00,2025-04-19 00:10:00,1.0,0.0,0.0,0
D,2025-04-17,12,6074.282694860163,9,1,43654.77329125866,0.08001999999396503,1.8189894035458565e-12,2.8421709430404007e-13,104,2025-04-18 00:10:00,2025-04-19 00:10:00,1.0,0.0,0.0,0
D,2025-04-17,18,10591.519660836711,9,1,32072.283179343576,0.06304629999794997,1.8189894035458565e-12,2.8421709430404007e-13,104,2025-04-18 00:10:00,2025-04-19 00:10:00,1.0,0.0,0.0,0
D,2025-04-18,0,4207.693113089954,9,1,43450.896173025554,0.15756179999152664,1.8189894035458565e-12,1.0913936421275139e-11,105,2025-04-19 00:10:00,2025-04-20 00:10:00,1.0,0.0,0.0,0
D,2025-04-18,6,6982.967415986428,9,1,34805.272418130364,0.09196150000207126,1.8189894035458565e-12,2.2737367544323206e-13,105,2025-04-19 00:10:00,2025-04-20 00:10:00,1.0,0.0,0.0,0
D,2025-04-18,12,10800.0,9,1,35330.17695229226,0.083585000000312,1.8189894035458565e-12,2.2737367544323206e-13,105,2025-04-19 00:10:00,2025-04-20 00:10:00,1.0,0.0,0.0,0
D,2025-04-18,18,10800.0,9,1,30771.141864773406,0.06365499999083113,1.8189894035458565e-12,2.2737367544323206e-13,105,2025-04-19 00:10:00,2025-04-20 00:10:00,1.0,0.0,0.0,0
D,2025-04-19,0,7783.403545788085,9,1,43142.71736698537,0.1375687999970978,1.8189894035458565e-12,1.1368683772161603e-13,106,2025-04-20 00:10:00,2025-04-21 00:10:00,1.0,0.0,0.0,0
D,2025-04-19,6,4268.869062736679,9,1,37653.376623208685,0.08664779999526218,1.8189894035458565e-12,3.637978807091713e-12,106,2025-04-20 00:10:00,2025-04-21 00:10:00,1.0,0.0,0.0,0
D,2025-04-19,12,10800.0,9,1,38887.05091917923,0.08225599999423139,1.8189894035458565e-12,3.637978807091713e-12,106,2025-04-20 00:10:00,2025-04-21 00:10:00,1.0,0.0,0.0,0
D,2025-04-19,18,10592.85317637938,9,1,33761.50911665382,0.06317179999314249,1.8189894035458565e-12,2.8421709430404007e-13,106,2025-04-20 00:10:00,2025-04-21 00:10:00,1.0,0.0,0.0,0
D,2025-04-20,0,5872.956413866914,9,1,54614.803086959604,0.1829957000009017,1.8189894035458565e-12,1.1368683772161603e-13,107,2025-04-21 00:10:00,2025-04-22 00:10:00,1.0,0.0,0.0,0
D,2025-04-20,6,4874.502195653764,9,1,49356.572061755425,0.09602949999680277,1.8189894035458565e-12,7.275957614183426e-12,107,2025-04-21 00:10:00,2025-04-22 00:10:00,1.0,0.0,0.0,0
D,2025-04-20,12,4926.811120492336,9,1,46162.63505125741,0.08797410000988748,1.8189894035458565e-12,2.2737367544323206e-13,107,2025-04-21 00:10:00,2025-04-22 00:10:00,1.0,0.0,0.0,0
D,2025-04-20,18,9042.408546971013,9,1,39759.330099997074,0.0632781000022078,1.8189894035458565e-12,1.8189894035458565e-12,107,2025-04-21 00:10:00,2025-04-22 00:10:00,1.0,0.0,0.0,0
D,2025-04-21,0,3560.0905345345095,9,1,72541.0222912686,0.16827229999762494,1.8189894035458565e-12,4.547473508864641e-13,108,2025-04-22 00:10:00,2025-04-23 00:10:00,1.0,0.0,0.0,0
D,2025-04-21,6,9933.06133555954,9,1,59464.015677445284,0.09920789999887347,1.8189894035458565e-12,2.2737367544323206e-13,108,2025-04-22 00:10:00,2025-04-23 00:10:00,1.0,0.0,0.0,0
D,2025-04-21,12,8437.578980584101,9,1,56415.13483967547,0.09281250000640284,1.8189894035458565e-12,1.8189894035458565e-12,108,2025-04-22 00:10:00,2025-04-23 00:10:00,1.0,0.0,0.0,0
D,2025-04-21,18,10800.0,9,1,45532.52984816032,0.07417550000536721,1.8189894035458565e-12,1.7053025658242404e-13,108,2025-04-22 00:10:00,2025-04-23 00:10:00,1.0,0.0,0.0,0
D,2025-04-22,0,6124.6195621539255,9,1,68417.46555620205,0.17515509999066126,9.094947017729282e-13,1.1368683772161603e-13,109,2025-04-23 00:10:00,2025-04-24 00:10:00,1.0,0.0,0.0,0
D,2025-04-22,6,10172.252666345956,9,1,62643.80706731531,0.11812400000053458,1.8189894035458565e-12,7.275957614183426e-12,109,2025-04-23 00:10:00,2025-04-24 00:10:00,1.0,0.0,0.0,0
D,2025-04-22,12,7014.251177689381,9,1,56517.09703372816,0.10055760000250302,9.094947017729282e-13,2.2737367544323206e-13,109,2025-04-23 00:10:00,2025-04-24 00:10:00,1.0,0.0,0.0,0
D,2025-04-22,18,10238.212903065321,9,1,47090.80242542144,0.0716167999926256,9.094947017729282e-13,2.2737367544323206e-13,109,2025-04-23 00:10:00,2025-04-24 00:10:00,1.0,0.0,0.0,0
D,2025-04-23,0,6156.535317886378,9,1,66747.24265073653,0.19462340000609402,1.8189894035458565e-12,3.637978807091713e-12,110,2025-04-24 00:10:00,2025-04-25 00:10:00,1.0,0.0,0.0,0
D,2025-04-23,6,9370.848709694674,9,1,58891.87937315866,0.1120573000080185,1.8189894035458565e-12,3.410605131648481e-13,110,2025-04-24 00:10:00,2025-04-25 00:10:00,1.0,0.0,0.0,0
D,2025-04-23,12,6182.963415187289,9,1,56191.65391484884,0.09489100000064354,1.8189894035458565e-12,2.2737367544323206e-13,110,2025-04-24 00:10:00,2025-04-25 00:10:00,1.0,0.0,0.0,0
D,2025-04-23,18,9907.652737926232,9,1,47695.2012763923,0.07379730000684503,1.8189894035458565e-12,3.410605131648481e-13,110,2025-04-24 00:10:00,2025-04-25 00:10:00,1.0,0.0,0.0,0
D,2025-04-24,0,5397.221769854187,9,1,54292.66156896981,0.16753629999584518,1.8189894035458565e-12,3.637978807091713e-12,111,2025-04-25 00:10:00,2025-04-26 00:10:00,1.0,0.0,0.0,0
D,2025-04-24,6,9737.587122892119,9,1,42185.73655512701,0.09973230000468902,1.8189894035458565e-12,3.637978807091713e-12,111,2025-04-25 00:10:00,2025-04-26 00:10:00,1.0,0.0,0.0,0
D,2025-04-24,12,6834.9292559390215,9,1,42390.885570497,0.0841746000078274,1.8189894035458565e-12,2.2737367544323206e-13,111,2025-04-25 00:10:00,2025-04-26 00:10:00,1.0,0.0,0.0,0
D,2025-04-24,18,10663.64717189342,9,1,32743.950315432783,0.06988360000832472,9.094947017729282e-13,2.2737367544323206e-13,111,2025-04-25 00:10:00,2025-04-26 00:10:00,1.0,0.0,0.0,0
D,2025-04-25,0,3753.281477409875,9,1,41804.664421860296,0.1489385000022594,1.8189894035458565e-12,1.1368683772161603e-13,112,2025-04-26 00:10:00,2025-04-27 00:10:00,1.0,0.0,0.0,0
D,2025-04-25,6,6450.735306459447,9,1,33149.89015774497,0.09150850000150967,1.8189894035458565e-12,2.8421709430404007e-13,112,2025-04-26 00:10:00,2025-04-27 00:10:00,1.0,0.0,0.0,0
D,2025-04-25,12,10800.0,9,1,32639.412670177164,0.08406509998894762,1.8189894035458565e-12,1.8189894035458565e-12,112,2025-04-26 00:10:00,2025-04-27 00:10:00,1.0,0.0,0.0,0
D,2025-04-25,18,10800.0,9,1,28803.814376817296,0.06878349999897182,9.094947017729282e-13,2.8421709430404007e-13,112,2025-04-26 00:10:00,2025-04-27 00:10:00,1.0,0.0,0.0,0
D,2025-04-26,0,7165.957831785844,9,1,42976.005216019264,0.19874639999761712,1.8189894035458565e-12,1.1368683772161603e-13,113,2025-04-27 00:10:00,2025-04-28 00:10:00,1.0,0.0,0.0,0
D,2025-04-26,6,3743.3243676757693,9,1,37237.76931672349,0.09275070000148844,1.8189894035458565e-12,1.8189894035458565e-12,113,2025-04-27 00:10:00,2025-04-28 00:10:00,1.0,0.0,0.0,0
D,2025-04-26,12,10800.0,9,1,38916.35271500651,0.09313969999493565,1.8189894035458565e-12,1.8189894035458565e-12,113,2025-04-27 00:10:00,2025-04-28 00:10:00,1.0,0.0,0.0,0
D,2025-04-26,18,10725.772790049963,9,1,36388.86018504755,0.06744859999162145,1.8189894035458565e-12,3.410605131648481e-13,113,2025-04-27 00:10:00,2025-04-28 00:10:00,1.0,0.0,0.0,0
D,2025-04-27,0,6941.446493844658,9,1,52744.75464856012,0.1614977999997791,1.8189894035458565e-12,3.637978807091713e-12,114,2025-04-28 00:10:00,2025-04-29 00:10:00,1.0,0.0,0.0,0
D,2025-04-27,6,4793.600752051826,9,1,47260.865603210295,0.10274619999108836,1.8189894035458565e-12,2.8421709430404007e-13,114,2025-04-28 00:10:00,2025-04-29 00:10:00,1.0,0.0,0.0,0
D,2025-04-27,12,5829.52217460262,9,1,44713.664292880065,0.0916562999918824,1.8189894035458565e-12,2.8421709430404007e-13,114,2025-04-28 00:10:00,2025-04-29 00:10:00,1.0,0.0,0.0,0
D,2025-04-27,18,10061.939122067033,9,1,47167.456012722876,0.06445820000953972,1.8189894035458565e-12,2.8421709430404007e-13,114,2025-04-28 00:10:00,2025-04-29 00:10:00,1.0,0.0,0.0,0
D,2025-04-28,0,4107.191717633828,9,1,75774.5962050398,0.17556069999409374,1.8189894035458565e-12,1.1368683772161603e-13,115,2025-04-29 00:10:00,2025-04-30 00:10:00,1.0,0.0,0.0,0
D,2025-04-28,6,10182.176467245597,9,1,64171.09872514371,0.10938780001015402,1.8189894035458565e-12,2.2737367544323206e-13,115,2025-04-29 00:10:00,2025-04-30 00:10:00,1.0,0.0,0.0,0
D,2025-04-28,12,6761.382628503332,9,1,59010.55336564486,0.08487520000198856,1.8189894035458565e-12,2.2737367544323206e-13,115,2025-04-29 00:10:00,2025-04-30 00:10:00,1.0,0.0,0.0,0
D,2025-04-28,18,10716.971740088278,9,1,50410.60370256045,0.07285589999810327,1.8189894035458565e-12,2.2737367544323206e-13,115,2025-04-29 00:10:00,2025-04-30 00:10:00,1.0,0.0,0.0,0
D,2025-04-29,0,6970.8242749305755,9,1,68213.10450662098,0.20808899999246933,1.8189894035458565e-12,1.1368683772161603e-13,116,2025-04-30 00:10:00,2025-05-01 00:10:00,1.0,0.0,0.0,0
D,2025-04-29,6,10194.301693887235,9,1,57178.360056716505,0.10144490000675432,1.8189894035458565e-12,3.637978807091713e-12,116,2025-04-30 00:10:00,2025-05-01 00:10:00,1.0,0.0,0.0,0
D,2025-04-29,12,9569.885913738099,9,1,57022.46837196449,0.08929649999481626,1.8189894035458565e-12,2.2737367544323206e-13,116,2025-04-30 00:10:00,2025-05-01 00:10:00,1.0,0.0,0.0,0
D,2025-04-29,18,10154.265688950974,9,1,51440.97984597294,0.06401449999248143,1.8189894035458565e-12,2.2737367544323206e-13,116,2025-04-30 00:10:00,2025-05-01 00:10:00,1.0,0.0,0.0,0
D,2025-04-30,0,6070.727064752069,9,1,66624.82472458633,0.15205089999653865,1.8189894035458565e-12,3.637978807091713e-12,117,2025-05-01 00:10:00,2025-05-02 00:10:00,1.0,0.0,0.0,0
D,2025-04-30,6,8838.768626133302,9,1,57200.99970544895,0.09357209999870975,1.8189894035458565e-12,7.275957614183426e-12,117,2025-05-01 00:10:00,2025-05-02 00:10:00,1.0,0.0,0.0,0
D,2025-04-30,12,6324.560702475942,9,1,55762.17229488416,0.08153699999093078,9.094947017729282e-13,3.410605131648481e-13,117,2025-05-01 00:10:00,2025-05-02 00:10:00,1.0,0.0,0.0,0
D,2025-04-30,18,10613.815782590851,9,1,45910.68803234108,0.062280700003611855,1.8189894035458565e-12,3.410605131648481e-13,117,2025-05-01 00:10:00,2025-05-02 00:10:00,1.0,0.0,0.0,0
D,2025-05-01,0,5218.130828604936,9,1,55143.08249735432,0.1474838999856729,1.8189894035458565e-12,1.1368683772161603e-13,118,2025-05-02 00:10:00,2025-05-03 00:10:00,1.0,0.0,0.0,0
D,2025-05-01,6,10043.256757634812,9,1,44870.619357198804,0.09249400001135655,1.8189894035458565e-12,2.2737367544323206e-13,118,2025-05-02 00:10:00,2025-05-03 00:10:00,1.0,0.0,0.0,0
D,2025-05-01,12,7526.379240933556,9,1,42605.04740553456,0.07959280000068247,1.8189894035458565e-12,2.2737367544323206e-13,118,2025-05-02 00:10:00,2025-05-03 00:10:00,1.0,0.0,0.0,0
D,2025-05-01,18,10285.278740767992,9,1,34800.23592528194,0.07058469999174122,1.8189894035458565e-12,9.094947017729282e-13,118,2025-05-02 00:10:00,2025-05-03 00:10:00,1.0,0.0,0.0,0
D,2025-05-02,0,2568.8569065809497,9,1,48134.65500028966,0.21256990000256337,1.8189894035458565e-12,1.1368683772161603e-13,119,2025-05-03 00:10:00,2025-05-04 00:10:00,1.0,0.0,0.0,0
D,2025-05-02,6,8817.95508070207,9,1,38507.73274361373,0.0937850000045728,1.8189894035458565e-12,2.8421709430404007e-13,119,2025-05-03 00:10:00,2025-05-04 00:10:00,1.0,0.0,0.0,0
D,2025-05-02,12,10800.0,9,1,36391.77249677083,0.08619010000256822,1.8189894035458565e-12,2.8421709430404007e-13,119,2025-05-03 00:10:00,2025-05-04 00:10:00,1.0,0.0,0.0,0
D,2025-05-02,18,10800.0,9,1,30225.881578905744,0.07018090000201482,9.094947017729282e-13,2.8421709430404007e-13,119,2025-05-03 00:10:00,2025-05-04 00:10:00,1.0,0.0,0.0,0
D,2025-05-03,0,6935.668982462262,9,1,45052.88317435917,0.15088470000773668,1.8189894035458565e-12,1.1368683772161603e-13,120,2025-05-04 00:10:00,2025-05-05 00:10:00,1.0,0.0,0.0,0
D,2025-05-03,6,4423.956664877647,9,1,38976.64735187439,0.10032740001042839,1.8189894035458565e-12,1.1368683772161603e-13,120,2025-05-04 00:10:00,2025-05-05 00:10:00,1.0,0.0,0.0,0
D,2025-05-03,12,10800.0,9,1,38758.647792186544,0.07813300000270829,1.8189894035458565e-12,1.8189894035458565e-12,120,2025-05-04 00:10:00,2025-05-05 00:10:00,1.0,0.0,0.0,0
D,2025-05-03,18,10678.725609840134,9,1,33224.31881227726,0.06413090000569355,9.094947017729282e-13,1.1368683772161603e-13,120,2025-05-04 00:10:00,2025-05-05 00:10:00,1.0,0.0,0.0,0
D,2025-05-04,0,4902.666073747637,9,1,57773.35773782339,0.15740889999142382,1.8189894035458565e-12,1.1368683772161603e-13,121,2025-05-05 00:10:00,2025-05-06 00:10:00,1.0,0.0,0.0,0
D,2025-05-04,6,4379.167212455843,9,1,49113.87879818108,0.09444500000972766,1.8189894035458565e-12,2.2737367544323206e-13,121,2025-05-05 00:10:00,2025-05-06 00:10:00,1.0,0.0,0.0,0
D,2025-05-04,12,5001.230139089035,9,1,47337.72633466805,0.08131190000858624,1.8189894035458565e-12,1.8189894035458565e-12,121,2025-05-05 00:10:00,2025-05-06 00:10:00,1.0,0.0,0.0,0
D,2025-05-04,18,9533.74423924878,9,1,47291.66604427641,0.07245950000651646,1.8189894035458565e-12,2.2737367544323206e-13,121,2025-05-05 00:10:00,2025-05-06 00:10:00,1.0,0.0,0.0,0
D,2025-05-05,0,2948.2240953500136,9,1,75741.74095574456,0.24119850000715815,1.8189894035458565e-12,1.1368683772161603e-13,122,2025-05-06 00:10:00,2025-05-07 00:10:00,1.0,0.0,0.0,0
D,2025-05-05,6,10800.0,9,1,62355.34521751378,0.10738600000331644,1.8189894035458565e-12,1.7053025658242404e-13,122,2025-05-06 00:10:00,2025-05-07 00:10:00,1.0,0.0,0.0,0
D,2025-05-05,12,8170.046571958855,9,1,58055.00649516404,0.09003799999481998,1.8189894035458565e-12,9.094947017729282e-13,122,2025-05-06 00:10:00,2025-05-07 00:10:00,1.0,0.0,0.0,0
D,2025-05-05,18,10683.961427610488,9,1,46934.43942066621,0.07223780000640545,1.8189894035458565e-12,2.2737367544323206e-13,122,2025-05-06 00:10:00,2025-05-07 00:10:00,1.0,0.0,0.0,0
D,2025-05-06,0,5514.508927981652,9,1,68828.5986909971,0.17098409999744035,1.8189894035458565e-12,1.1368683772161603e-13,123,2025-05-07 00:10:00,2025-05-08 00:10:00,1.0,0.0,0.0,0
D,2025-05-06,6,7915.756211166555,9,1,61961.994006791865,0.11511299999256153,1.8189894035458565e-12,2.2737367544323206e-13,123,2025-05-07 00:10:00,2025-05-08 00:10:00,1.0,0.0,0.0,0
D,2025-05-06,12,4849.278017347009,9,1,64929.01071579183,0.10326980000536423,9.094947017729282e-13,7.275957614183426e-12,123,2025-05-07 00:10:00,2025-05-08 00:10:00,1.0,0.0,0.0,0
D,2025-05-06,18,9952.116079216034,9,1,49001.99434338066,0.06790180000825785,9.094947017729282e-13,9.094947017729282e-13,123,2025-05-07 00:10:00,2025-05-08 00:10:00,1.0,0.0,0.0,0
D,2025-05-07,0,5336.872429632444,9,1,72577.76274026794,0.1774598999909358,1.8189894035458565e-12,1.1368683772161603e-13,124,2025-05-08 00:10:00,2025-05-09 00:10:00,1.0,0.0,0.0,0
D,2025-05-07,6,9495.360711157316,9,1,64099.08764723388,0.11424380000971723,1.8189894035458565e-12,1.1368683772161603e-13,124,2025-05-08 00:10:00,2025-05-09 00:10:00,1.0,0.0,0.0,0
D,2025-05-07,12,5348.080600483503,9,1,65582.2816747301,0.09123340000223834,1.8189894035458565e-12,3.637978807091713e-12,124,2025-05-08 00:10:00,2025-05-09 00:10:00,1.0,0.0,0.0,0
D,2025-05-07,18,9841.405435106286,9,1,49202.75869503198,0.07069029999547638,1.8189894035458565e-12,1.1368683772161603e-13,124,2025-05-08 00:10:00,2025-05-09 00:10:00,1.0,0.0,0.0,0
D,2025-05-08,0,5688.152386856876,9,1,64185.629872843245,0.2956687999976566,1.8189894035458565e-12,3.637978807091713e-12,125,2025-05-09 00:10:00,2025-05-10 00:10:00,1.0,0.0,0.0,0
D,2025-05-08,6,10219.947185960296,9,1,52662.01023621281,0.11625150000327267,1.8189894035458565e-12,3.637978807091713e-12,125,2025-05-09 00:10:00,2025-05-10 00:10:00,1.0,0.0,0.0,0
D,2025-05-08,12,8952.636792557916,9,1,51385.801928634784,0.0962842000008095,1.8189894035458565e-12,2.2737367544323206e-13,125,2025-05-09 00:10:00,2025-05-10 00:10:00,1.0,0.0,0.0,0
D,2025-05-08,18,10341.363525259623,9,1,39215.51527957703,0.0698026000027312,1.8189894035458565e-12,9.094947017729282e-13,125,2025-05-09 00:10:00,2025-05-10 00:10:00,1.0,0.0,0.0,0
D,2025-05-09,0,3652.79730304769,9,1,49683.03283679944,0.1575311999913538,1.8189894035458565e-12,1.1368683772161603e-13,126,2025-05-10 00:10:00,2025-05-11 00:10:00,1.0,0.0,0.0,0
D,2025-05-09,6,9682.839312380407,9,1,39633.81165735755,0.09681050000654068,1.8189894035458565e-12,1.7053025658242404e-13,126,2025-05-10 00:10:00,2025-05-11 00:10:00,1.0,0.0,0.0,0
D,2025-05-09,12,10800.0,9,1,40645.044437953424,0.0885232000000542,1.8189894035458565e-12,1.8189894035458565e-12,126,2025-05-10 00:10:00,2025-05-11 00:10:00,1.0,0.0,0.0,0
D,2025-05-09,18,10800.0,9,1,34264.19228485468,0.07057080000231508,1.8189894035458565e-12,2.2737367544323206e-13,126,2025-05-10 00:10:00,2025-05-11 00:10:00,1.0,0.0,0.0,0
D,2025-05-10,0,7908.851972550177,9,1,45118.84303455686,0.15399829999660142,1.8189894035458565e-12,1.1368683772161603e-13,127,2025-05-11 00:10:00,2025-05-12 00:10:00,1.0,0.0,0.0,0
D,2025-05-10,6,5461.210080594456,9,1,41165.99017201785,0.09649959999660496,1.8189894035458565e-12,2.8421709430404007e-13,127,2025-05-11 00:10:00,2025-05-12 00:10:00,1.0,0.0,0.0,0
D,2025-05-10,12,10800.0,9,1,40240.35988580239,0.0799257999897236,1.8189894035458565e-12,2.8421709430404007e-13,127,2025-05-11 00:10:00,2025-05-12 00:10:00,1.0,0.0,0.0,0
