strategy,date,interval_i,event_hour,horizon_slots,soc_before_kwh,soc_after_kwh,contract_kwh,forecast_net_kwh,dispatch_net_kwh,execution_mode,measurement_model,actual_net_kwh,forecast_residual_kwh,charge_kwh,discharge_kwh,predicted_emergency_kwh,emergency_kwh,curtail_kwh,pv_curtail_kwh,grid_import_kwh,unused_contract_kwh,supply_surplus_kwh,battery_dump_kwh,terminal_shortfall_kwh
D,2025-04-21,76,12,32,3658.7104408744435,3658.7104408744435,326.596741651162,-588.7619587674773,-624.1598166666665,measured_current_mpc,ideal_piecewise_constant_current_slot,-624.1598166666665,-35.39785789918926,0.0,0.0,0.0,0.0,624.1598166666665,624.1598166666665,0.0,326.596741651162,950.7565583178285,0.0,0.0
D,2025-04-21,77,12,31,3658.7104408744435,3658.7104408744435,319.20580737606736,-581.4616266072533,-591.0653500000001,measured_current_mpc,ideal_piecewise_constant_current_slot,-591.0653500000001,-9.603723392746815,0.0,0.0,0.0,0.0,591.0653500000001,591.0653500000001,0.0,319.20580737606736,910.2711573760674,0.0,0.0
D,2025-04-21,78,12,30,3658.7104408744435,3658.7104408744435,-0.0,-522.0155671285407,-530.5766666666668,measured_current_mpc,ideal_piecewise_constant_current_slot,-530.5766666666668,-8.561099538126086,0.0,0.0,0.0,0.0,530.5766666666668,530.5766666666668,0.0,0.0,530.5766666666668,0.0,0.0
D,2025-04-21,79,12,29,3658.7104408744435,3658.7104408744435,-0.0,-506.5418336245474,-492.35238333333336,measured_current_mpc,ideal_piecewise_constant_current_slot,-492.35238333333336,14.18945029121403,0.0,0.0,0.0,0.0,492.35238333333336,492.35238333333336,0.0,0.0,492.35238333333336,0.0,0.0
D,2025-04-21,80,12,28,3658.7104408744435,3658.7104408744435,-0.0,-468.2525080553015,-427.68116666666674,measured_current_mpc,ideal_piecewise_constant_current_slot,-427.68116666666674,40.57134138863478,0.0,0.0,0.0,0.0,427.68116666666674,427.68116666666674,0.0,0.0,427.68116666666674,0.0,0.0
D,2025-04-21,81,12,27,3658.7104408744435,3658.7104408744435,-0.0,-376.4812075127834,-356.16875000000005,measured_current_mpc,ideal_piecewise_constant_current_slot,-356.16875000000005,20.31245751278334,0.0,0.0,0.0,0.0,356.16875000000005,356.16875000000005,0.0,0.0,356.16875000000005,0.0,0.0
D,2025-04-21,82,12,26,3658.7104408744435,3658.7104408744435,-0.0,-318.6722724310015,-349.52125,measured_current_mpc,ideal_piecewise_constant_current_slot,-349.52125,-30.84897756899852,0.0,0.0,0.0,0.0,349.52125,349.52125,0.0,0.0,349.52125,0.0,0.0
D,2025-04-21,83,12,25,3658.7104408744435,3658.7104408744435,-0.0,-309.15416193369254,-319.8306500000001,measured_current_mpc,ideal_piecewise_constant_current_slot,-319.8306500000001,-10.67648806630757,0.0,0.0,0.0,0.0,319.8306500000001,319.8306500000001,0.0,0.0,319.8306500000001,0.0,0.0
D,2025-04-21,84,12,24,3658.7104408744435,3658.7104408744435,-0.0,-237.7600920382494,-272.71541666666656,measured_current_mpc,ideal_piecewise_constant_current_slot,-272.71541666666656,-34.955324628417145,0.0,0.0,0.0,0.0,272.71541666666656,272.71541666666656,0.0,0.0,272.71541666666656,0.0,0.0
D,2025-04-21,85,12,23,3658.7104408744435,3658.7104408744435,-0.0,-204.13175321966213,-291.6881000000001,measured_current_mpc,ideal_piecewise_constant_current_slot,-291.6881000000001,-87.55634678033795,0.0,0.0,0.0,0.0,291.6881000000001,291.6881000000001,0.0,0.0,291.6881000000001,0.0,0.0
D,2025-04-21,86,12,22,3658.7104408744435,3658.7104408744435,-0.0,-209.607593053076,-242.44669999999996,measured_current_mpc,ideal_piecewise_constant_current_slot,-242.44669999999996,-32.83910694692398,0.0,0.0,0.0,0.0,242.44669999999996,242.44669999999996,0.0,0.0,242.44669999999996,0.0,0.0
D,2025-04-21,87,12,21,3658.7104408744435,3658.7104408744435,-0.0,-133.9573837720717,-126.72000000000003,measured_current_mpc,ideal_piecewise_constant_current_slot,-126.72000000000003,7.2373837720716665,0.0,0.0,0.0,0.0,126.72000000000003,126.72000000000003,0.0,0.0,126.72000000000003,0.0,0.0
D,2025-04-21,88,12,20,3658.7104408744435,3658.7104408744435,-0.0,-82.83196601683574,-86.60581666666667,measured_current_mpc,ideal_piecewise_constant_current_slot,-86.60581666666667,-3.7738506498309334,0.0,0.0,0.0,0.0,86.60581666666667,86.60581666666667,0.0,0.0,86.60581666666667,0.0,0.0
D,2025-04-21,89,12,19,3658.7104408744435,3658.7104408744435,-0.0,-67.03790527597641,-61.0005166666665,measured_current_mpc,ideal_piecewise_constant_current_slot,-61.0005166666665,6.0373886093099145,0.0,0.0,0.0,0.0,61.0005166666665,61.0005166666665,0.0,0.0,61.0005166666665,0.0,0.0
D,2025-04-21,90,12,18,3658.7104408744435,3658.7104408744435,12.008715474614643,-6.401852296156637,-8.01958333333323,measured_current_mpc,ideal_piecewise_constant_current_slot,-8.01958333333323,-1.6177310371765934,0.0,0.0,0.0,0.0,8.01958333333323,8.01958333333323,0.0,12.008715474614643,20.028298807947873,0.0,0.0
D,2025-04-21,91,12,17,3658.7104408744435,3658.7104408744435,456.0112579117556,56.39330325892952,42.2014333333334,measured_current_mpc,ideal_piecewise_constant_current_slot,42.2014333333334,-14.191869925596123,0.0,0.0,0.0,0.0,0.0,0.0,42.2014333333334,413.8098245784222,413.8098245784222,0.0,0.0
D,2025-04-21,92,12,16,3658.7104408744435,3658.7104408744435,177.20246666666665,94.02767795940542,63.040566666666564,measured_current_mpc,ideal_piecewise_constant_current_slot,63.040566666666564,-30.98711129273886,0.0,0.0,0.0,0.0,0.0,0.0,63.040566666666564,114.16190000000009,114.16190000000009,0.0,0.0
D,2025-04-21,93,12,15,3658.7104408744435,3658.7104408744435,227.67815061666914,105.3983576216863,99.55708333333314,measured_current_mpc,ideal_piecewise_constant_current_slot,99.55708333333314,-5.841274288353162,0.0,0.0,0.0,0.0,0.0,0.0,99.55708333333314,128.121067283336,128.121067283336,0.0,0.0
D,2025-04-21,94,12,14,3658.7104408744435,3646.1472927112686,202.8506678333288,164.68203135288002,214.7691166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,214.7691166666666,50.08708531378659,0.0,11.918448833337806,0.0,0.0,0.0,0.0,202.85066783332877,2.842170943040401e-14,2.842170943040401e-14,0.0,0.0
D,2025-04-21,95,12,13,3646.1472927112686,3617.1089578001943,243.93606666666668,283.1930573455634,271.48425,measured_current_mpc,ideal_piecewise_constant_current_slot,271.48425,-11.7088073455634,0.0,27.5481833333333,0.0,0.0,0.0,0.0,243.93606666666665,2.842170943040401e-14,2.842170943040401e-14,0.0,43.21608168724106
D,2025-04-21,96,12,12,3617.1089578001943,3617.1089578001943,304.72295611111406,295.104663593258,263.5999999999999,measured_current_mpc,ideal_piecewise_constant_current_slot,263.5999999999999,-31.5046635932581,0.0,0.0,0.0,0.0,0.0,0.0,263.5999999999999,41.12295611111415,41.12295611111415,0.0,0.0
D,2025-04-21,97,12,11,3617.1089578001943,3595.8303574292804,300.5609972222225,315.87136646727123,320.74765,measured_current_mpc,ideal_piecewise_constant_current_slot,320.74765,4.876283532728792,0.0,20.18665277777751,0.0,5.684341886080802e-14,0.0,0.0,300.5609972222225,0.0,0.0,0.0,0.0
D,2025-04-21,98,12,10,3595.8303574292804,3559.4466781130973,356.2311111111114,378.9913769918913,390.7477000000001,measured_current_mpc,ideal_piecewise_constant_current_slot,390.7477000000001,11.756323008108836,0.0,34.51658888888875,0.0,5.684341886080802e-14,0.0,0.0,356.2311111111114,0.0,0.0,0.0,0.0
D,2025-04-21,99,12,9,3559.4466781130973,3559.4466781130973,464.79865833333366,423.56893609195225,439.98,measured_current_mpc,ideal_piecewise_constant_current_slot,439.98,16.411063908047765,0.0,0.0,0.0,0.0,0.0,0.0,439.98,24.818658333333644,24.818658333333644,0.0,0.0
D,2025-04-21,100,12,8,3559.4466781130973,3559.4466781130973,557.0908055555558,485.88217642752295,490.89419999999996,measured_current_mpc,ideal_piecewise_constant_current_slot,490.89419999999996,5.0120235724770055,0.0,0.0,0.0,0.0,0.0,0.0,490.89419999999996,66.19660555555583,66.19660555555583,0.0,0.0
D,2025-04-21,101,12,7,3559.4466781130973,3559.4466781130973,579.8501694444445,523.7406604230886,527.9427833333333,measured_current_mpc,ideal_piecewise_constant_current_slot,527.9427833333333,4.202122910244725,0.0,0.0,0.0,0.0,0.0,0.0,527.9427833333333,51.90738611111124,51.90738611111124,0.0,0.0
D,2025-04-21,102,12,6,3559.4466781130973,3559.4466781130973,591.0034333333334,565.0036087726339,565.5816666666665,measured_current_mpc,ideal_piecewise_constant_current_slot,565.5816666666665,0.578057894032554,0.0,0.0,0.0,0.0,0.0,0.0,565.5816666666665,25.42176666666694,25.42176666666694,0.0,0.0
D,2025-04-21,103,12,5,3559.4466781130973,3559.4466781130973,707.3821972222221,630.0111273613384,636.3588666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,636.3588666666666,6.3477393053282185,0.0,0.0,0.0,0.0,0.0,0.0,636.3588666666666,71.0233305555555,71.0233305555555,0.0,0.0
D,2025-04-21,104,12,4,3559.4466781130973,3646.6445977665694,779.8254944444443,681.8663135519695,687.9108166666667,measured_current_mpc,ideal_piecewise_constant_current_slot,687.9108166666667,6.04450311469725,91.91467777777757,0.0,0.0,0.0,0.0,0.0,779.8254944444443,0.0,0.0,0.0,0.0
D,2025-04-21,105,12,3,3646.6445977665694,3731.6614444484276,818.4622916666667,736.5517164433394,728.8466666666668,measured_current_mpc,ideal_piecewise_constant_current_slot,728.8466666666668,-7.705049776672581,89.61562499999991,0.0,0.0,0.0,0.0,0.0,818.4622916666667,0.0,0.0,0.0,0.0
D,2025-04-21,106,12,2,3731.6614444484276,3855.9985865087906,928.4398888888892,829.5978709378144,797.3770333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,797.3770333333333,-32.22083760448106,131.06285555555587,0.0,0.0,0.0,0.0,0.0,928.4398888888892,0.0,0.0,0.0,0.0
D,2025-04-21,107,12,1,3855.9985865087906,3871.603741601562,748.4283944444444,724.2481802252381,731.9791166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,731.9791166666666,7.7309364414285255,16.449277777777752,0.0,0.0,0.0,0.0,0.0,748.4283944444444,0.0,0.0,0.0,0.0
D,2025-04-21,108,18,36,3871.603741601562,3814.9382821057866,549.3499249999999,503.5485583333334,603.1075,measured_current_mpc,ideal_piecewise_constant_current_slot,603.1075,99.55894166666656,0.0,53.75757500000009,0.0,0.0,0.0,0.0,549.3499249999999,0.0,0.0,0.0,2250.4359089971504
D,2025-04-21,109,18,35,3814.9382821057866,3814.9382821057866,595.0801446377536,622.9619087632431,654.4582666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,654.4582666666666,31.496357903423586,0.0,0.0,59.378122028913026,59.378122028913026,0.0,0.0,595.0801446377536,0.0,0.0,0.0,2614.9382821057866
D,2025-04-21,110,18,34,3814.9382821057866,3814.9382821057866,676.090548286322,623.2438990948585,701.4252166666665,measured_current_mpc,ideal_piecewise_constant_current_slot,701.4252166666665,78.181317571808,0.0,0.0,25.33466838034451,25.33466838034451,0.0,0.0,676.090548286322,0.0,0.0,0.0,2614.9382821057866
D,2025-04-21,111,18,33,3814.9382821057866,3826.2658323779942,688.8436197234123,692.9028673989292,676.9033333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,676.9033333333333,-15.999534065595867,11.940286390078995,0.0,0.0,0.0,0.0,0.0,688.8436197234123,0.0,0.0,0.0,2614.9382821057866
D,2025-04-21,112,18,32,3826.2658323779942,3842.5753067204782,714.971695454109,667.1583757946377,697.78,measured_current_mpc,ideal_piecewise_constant_current_slot,697.78,30.62162420536231,17.19169545410898,0.0,0.0,0.0,0.0,0.0,714.971695454109,0.0,0.0,0.0,2092.1803699296393
D,2025-04-21,113,18,31,3842.5753067204782,3855.5105066947585,743.6896313028258,747.447960064569,730.0547333333334,measured_current_mpc,ideal_piecewise_constant_current_slot,730.0547333333334,-17.393226731235586,13.634897969492386,0.0,0.0,0.0,0.0,0.0,743.6896313028258,0.0,0.0,0.0,2642.5753067204782
D,2025-04-21,114,18,30,3855.5105066947585,3837.28374171773,712.9369058221345,691.3796134357615,730.2283333333332,measured_current_mpc,ideal_piecewise_constant_current_slot,730.2283333333332,38.848719897571755,0.0,17.291427511198776,0.0,0.0,0.0,0.0,712.9369058221345,0.0,0.0,0.0,2140.0660792960916
D,2025-04-21,115,18,29,3837.28374171773,3083.5479044057447,-0.0,749.7669500818456,715.0566,measured_current_mpc,ideal_piecewise_constant_current_slot,715.0566,-34.710350081845604,0.0,715.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637.28374171773
D,2025-04-21,116,18,28,3083.5479044057447,3073.1085834047394,688.8966905233583,676.1902166802035,698.8003,measured_current_mpc,ideal_piecewise_constant_current_slot,698.8003,22.610083319796445,0.0,9.903609476641691,0.0,0.0,0.0,0.0,688.8966905233583,0.0,0.0,0.0,1060.8721655326442
D,2025-04-21,117,18,27,3073.1085834047394,3057.3357903451015,675.953281327381,727.9122725791486,690.9166666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,690.9166666666666,-36.995605912482006,0.0,14.96338533928565,0.0,0.0,0.0,0.0,675.953281327381,0.0,0.0,0.0,1873.1085834047394
D,2025-04-21,118,18,26,3057.3357903451015,2957.260226314002,600.5173671940446,698.4396957979518,695.4573833333334,measured_current_mpc,ideal_piecewise_constant_current_slot,695.4573833333334,-2.982312464618417,0.0,94.94001613928879,0.0,0.0,0.0,0.0,600.5173671940446,0.0,0.0,0.0,977.6532293851983
D,2025-04-21,119,18,25,2957.260226314002,2984.8178499500373,732.9655191971874,744.5508270813709,703.9172333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,703.9172333333333,-40.63359374803758,29.048285863854062,0.0,0.0,0.0,0.0,0.0,732.9655191971874,0.0,0.0,0.0,1430.4301231628328
D,2025-04-21,120,18,24,2984.8178499500373,2961.867270444424,693.5221685424443,683.503675898183,715.2950000000001,measured_current_mpc,ideal_piecewise_constant_current_slot,715.2950000000001,31.791324101817054,0.0,21.772831457555753,0.0,0.0,0.0,0.0,693.5221685424443,0.0,0.0,0.0,836.8911507978291
D,2025-04-21,121,18,23,2961.867270444424,2188.591491083538,-0.0,735.4039311609292,733.5938166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,733.5938166666666,-1.8101144942626206,0.0,733.5938166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.8672704444239
D,2025-04-21,122,18,22,2188.591491083538,2141.196968748003,696.0541582411959,701.7773838896952,741.0165499999999,measured_current_mpc,ideal_piecewise_constant_current_slot,741.0165499999999,39.23916611030472,0.0,44.962391758804074,0.0,0.0,0.0,0.0,696.0541582411959,0.0,0.0,0.0,747.3031076882401
D,2025-04-21,123,18,21,2141.196968748003,2128.9256077654327,726.495031458153,759.6657212638185,738.1366666666665,measured_current_mpc,ideal_piecewise_constant_current_slot,738.1366666666665,-21.529054597151912,0.0,11.641635208513549,0.0,0.0,0.0,0.0,726.495031458153,0.0,0.0,0.0,941.1969687480032
D,2025-04-21,124,18,20,2128.9256077654327,1348.8292522650033,-0.0,712.1246326176627,740.0643833333334,measured_current_mpc,ideal_piecewise_constant_current_slot,740.0643833333334,27.939750715670698,0.0,740.0643833333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.4331509430167
D,2025-04-21,125,18,19,1348.8292522650033,1338.0177236044444,716.0819499999999,747.0259201576912,726.3386666666667,measured_current_mpc,ideal_piecewise_constant_current_slot,726.3386666666667,-20.687253491024535,0.0,10.256716666666762,0.0,0.0,0.0,0.0,716.0819499999999,0.0,0.0,0.0,148.82925226500333
D,2025-04-21,126,18,18,1338.0177236044444,1307.5368806022661,685.3733333333334,676.8777882903092,714.29,measured_current_mpc,ideal_piecewise_constant_current_slot,714.29,37.41221170969072,0.0,28.916666666666515,0.0,0.0,0.0,0.0,685.3733333333334,0.0,0.0,0.0,0.0
D,2025-04-21,127,18,17,1307.5368806022661,1310.90342031743,745.6805611111107,749.3377043377081,742.1319166666667,measured_current_mpc,ideal_piecewise_constant_current_slot,742.1319166666667,-7.205787671041435,3.548644444443994,0.0,0.0,0.0,0.0,0.0,745.6805611111107,0.0,0.0,0.0,107.53688060226614
D,2025-04-21,128,18,16,1310.90342031743,1278.4542878585164,717.0501833333332,706.4719545311764,747.8341333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,747.8341333333333,41.362178802156905,0.0,30.783950000000118,0.0,0.0,0.0,0.0,717.0501833333332,0.0,0.0,0.0,0.0
D,2025-04-21,129,18,15,1278.4542878585164,1267.1608617927186,719.9017253355993,759.3281047257785,735.18,measured_current_mpc,ideal_piecewise_constant_current_slot,735.18,-24.14810472577858,0.0,10.713884686390697,4.564389978009972,4.564389978010013,0.0,0.0,719.9017253355993,0.0,0.0,0.0,78.45428785851641
D,2025-04-21,130,18,14,1267.1608617927186,1258.9834017171338,745.5278968724842,744.8651397258718,753.2857166666665,measured_current_mpc,ideal_piecewise_constant_current_slot,753.2857166666665,8.420576940794717,0.0,7.757819794182296,0.0,0.0,0.0,0.0,745.5278968724842,0.0,0.0,0.0,0.0
D,2025-04-21,131,18,13,1258.9834017171338,1285.8100624713584,704.6140333333333,700.0366906653446,676.33625,measured_current_mpc,ideal_piecewise_constant_current_slot,676.33625,-23.700440665344672,28.277783333333332,0.0,0.0,0.0,0.0,0.0,704.6140333333333,0.0,0.0,0.0,30.680561816389854
D,2025-04-21,132,18,12,1285.8100624713584,1257.0790131078063,518.0816666666667,507.0101743320679,545.3383333333334,measured_current_mpc,ideal_piecewise_constant_current_slot,545.3383333333334,38.328159001265476,0.0,27.25666666666666,0.0,0.0,0.0,0.0,518.0816666666667,0.0,0.0,0.0,0.0
D,2025-04-21,133,18,11,1257.0790131078063,2015.8130146950673,1339.7554610765183,559.245353880421,539.9795999999999,measured_current_mpc,ideal_piecewise_constant_current_slot,539.9795999999999,-19.26575388042113,799.7758610765184,0.0,0.0,0.0,0.0,0.0,1339.7554610765183,0.0,0.0,0.0,57.079013107806304
D,2025-04-21,134,18,10,2015.8130146950673,1431.192659507645,-0.0,537.350378154733,554.6195666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,554.6195666666666,17.269188511933635,0.0,554.6195666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.5071503824281
D,2025-04-21,135,18,9,1431.192659507645,1431.192659507645,531.2833333333333,571.2545924008214,550.6433333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,550.6433333333333,-20.61125906748805,0.0,0.0,19.360000000000014,19.360000000000014,0.0,0.0,531.2833333333333,0.0,0.0,0.0,231.19265950764498
D,2025-04-21,136,18,8,1431.192659507645,1399.1954165263696,562.6917166666667,517.2883609218096,593.0469666666667,measured_current_mpc,ideal_piecewise_constant_current_slot,593.0469666666667,75.75860574485705,0.0,30.355249999999955,0.0,0.0,0.0,0.0,562.6917166666667,0.0,0.0,0.0,44.63966187631081
D,2025-04-21,137,18,7,1399.1954165263696,1395.4064398523071,492.2059583644664,604.0486277887322,603.1782333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,603.1782333333333,-0.8703944553989231,0.0,3.5945388873860757,107.3777360814808,107.3777360814808,0.0,0.0,492.2059583644664,0.0,0.0,0.0,199.19541652636963
D,2025-04-21,138,18,6,1395.4064398523071,1348.69959881162,526.1283333333331,537.9210894954479,570.4383333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,570.4383333333333,32.51724383788542,0.0,44.31000000000017,0.0,0.0,0.0,0.0,526.1283333333331,0.0,0.0,0.0,137.2623131447574
D,2025-04-21,139,18,5,1348.69959881162,1338.6315743335945,554.2288166666667,600.0642056683615,563.7801833333333,measured_current_mpc,ideal_piecewise_constant_current_slot,563.7801833333333,-36.284022335028226,0.0,9.551366666666581,0.0,0.0,0.0,0.0,554.2288166666667,0.0,0.0,0.0,148.69959881162004
D,2025-04-21,140,18,4,1338.6315743335945,1338.6315743335945,556.3661666666667,532.7641050538128,551.0951833333334,measured_current_mpc,ideal_piecewise_constant_current_slot,551.0951833333334,18.33107827952051,0.0,0.0,0.0,0.0,0.0,0.0,551.0951833333334,5.270983333333334,5.270983333333334,0.0,0.0
D,2025-04-21,141,18,3,1338.6315743335945,1336.1632409377407,534.6816666666665,571.3376962269655,537.0233333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,537.0233333333333,-34.314362893632165,0.0,2.3416666666668107,0.0,0.0,0.0,0.0,534.6816666666665,0.0,0.0,0.0,87.59669054514825
D,2025-04-21,142,18,2,1336.1632409377407,1333.589252331619,560.2619333333332,535.2702402450503,562.7038333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,562.7038333333333,27.43359308828292,0.0,2.4419000000000324,0.0,0.0,0.0,0.0,560.2619333333332,0.0,0.0,0.0,5.624039091941768
D,2025-04-21,143,18,1,1333.589252331619,1298.7726104295834,533.3313333333332,597.0327613554662,566.3613,measured_current_mpc,ideal_piecewise_constant_current_slot,566.3613,-30.671461355466136,0.0,33.02996666666684,0.0,0.0,0.0,0.0,533.3313333333332,0.0,0.0,0.0,34.8166419020356
D,2025-04-22,0,0,36,1298.7726104295834,1295.7420943385887,542.9666666666667,552.9583333333333,545.8416666666667,measured_current_mpc,ideal_piecewise_constant_current_slot,545.8416666666667,-7.116666666666561,0.0,2.875,0.0,0.0,0.0,0.0,542.9666666666667,0.0,0.0,0.0,0.0
D,2025-04-22,1,0,35,1295.7420943385887,2074.9468210572404,1381.1877666666664,558.45725,559.8338666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,559.8338666666666,1.376616666666564,821.3538999999998,0.0,0.0,0.0,0.0,0.0,1381.1877666666664,0.0,0.0,0.0,0.0
D,2025-04-22,2,0,34,2074.9468210572404,2078.410461157883,1406.3518833333333,571.7181833333332,568.77905,measured_current_mpc,ideal_piecewise_constant_current_slot,568.77905,-2.9391333333331886,3.650997237708701,0.0,0.0,0.0,0.0,0.0,572.4300472377087,833.9218360956246,833.9218360956246,0.0,0.0
D,2025-04-22,3,0,33,2078.410461157883,2078.410461157883,1397.8433333333332,551.4808666666668,565.7733333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,565.7733333333333,14.292466666666542,0.0,0.0,0.0,0.0,0.0,0.0,565.7733333333333,832.0699999999999,832.0699999999999,0.0,0.0
D,2025-04-22,4,0,32,2078.410461157883,2078.410461157883,1349.9824666666664,560.5611833333331,584.021,measured_current_mpc,ideal_piecewise_constant_current_slot,584.021,23.459816666666825,0.0,0.0,0.0,0.0,0.0,0.0,584.021,765.9614666666664,765.9614666666664,0.0,0.0
D,2025-04-22,5,0,31,2078.410461157883,2078.410461157883,1338.9877666666666,568.9391500000002,586.8341166666667,measured_current_mpc,ideal_piecewise_constant_current_slot,586.8341166666667,17.894966666666505,0.0,0.0,0.0,0.0,0.0,0.0,586.8341166666667,752.15365,752.15365,0.0,0.0
D,2025-04-22,6,0,30,2078.410461157883,2078.410461157883,1366.455,566.9266333333331,572.305,measured_current_mpc,ideal_piecewise_constant_current_slot,572.305,5.378366666666807,0.0,0.0,0.0,0.0,0.0,0.0,572.305,794.15,794.15,0.0,0.0
D,2025-04-22,7,0,29,2078.410461157883,2078.410461157883,588.4328833333333,565.7895000000001,576.6485333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,576.6485333333333,10.859033333333173,0.0,0.0,0.0,0.0,0.0,0.0,576.6485333333333,11.784350000000018,11.784350000000018,0.0,0.0
D,2025-04-22,8,0,28,2078.410461157883,2078.410461157883,1411.9584,598.0756166666665,578.5608333333332,measured_current_mpc,ideal_piecewise_constant_current_slot,578.5608333333332,-19.5147833333333,0.0,0.0,0.0,0.0,0.0,0.0,578.5608333333332,833.3975666666668,833.3975666666668,0.0,0.0
D,2025-04-22,9,0,27,2078.410461157883,2078.410461157883,1420.54,587.71855,577.2933333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,577.2933333333333,-10.425216666666756,0.0,0.0,0.0,0.0,0.0,0.0,577.2933333333333,843.2466666666667,843.2466666666667,0.0,0.0
D,2025-04-22,10,0,26,2078.410461157883,2078.410461157883,616.7323833333331,579.3621999999998,594.8200333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,594.8200333333333,15.457833333333497,0.0,0.0,0.0,0.0,0.0,0.0,594.8200333333333,21.912349999999833,21.912349999999833,0.0,0.0
D,2025-04-22,11,0,25,2078.410461157883,2076.596209759617,601.8318666666667,605.2465000000001,603.5530166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,603.5530166666666,-1.693483333333461,0.0,1.721149999999966,0.0,0.0,0.0,0.0,601.8318666666667,0.0,0.0,0.0,0.0
D,2025-04-22,12,0,24,2076.596209759617,2076.596209759617,1061.1254546451196,597.5265166666666,599.8133333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,599.8133333333333,2.2868166666667094,0.0,0.0,0.0,0.0,0.0,0.0,599.8133333333333,461.3121213117863,461.3121213117863,0.0,0.0
D,2025-04-22,13,0,23,2076.596209759617,2076.596209759617,1330.6279166666666,565.1937,604.2673833333333,measured_current_mpc,ideal_piecewise_constant_current_slot,604.2673833333333,39.07368333333329,0.0,0.0,0.0,0.0,0.0,0.0,604.2673833333333,726.3605333333333,726.3605333333333,0.0,0.0
D,2025-04-22,14,0,22,2076.596209759617,2045.228716806155,560.6762999999999,608.7796833333332,590.4341166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,590.4341166666666,-18.345566666666627,0.0,29.757816666666713,0.0,0.0,0.0,0.0,560.6762999999999,0.0,0.0,0.0,0.0
D,2025-04-22,15,0,21,2045.228716806155,2045.228716806155,615.1266666666667,590.9361,570.3683333333333,measured_current_mpc,ideal_piecewise_constant_current_slot,570.3683333333333,-20.56776666666667,0.0,0.0,0.0,0.0,0.0,0.0,570.3683333333333,44.758333333333326,44.758333333333326,0.0,0.0
D,2025-04-22,16,0,20,2045.228716806155,2045.228716806155,602.7272,560.8701833333333,587.5333666666667,measured_current_mpc,ideal_piecewise_constant_current_slot,587.5333666666667,26.663183333333336,0.0,0.0,0.0,0.0,0.0,0.0,587.5333666666667,15.193833333333373,15.193833333333373,0.0,0.0
D,2025-04-22,17,0,19,2045.228716806155,2043.3305245042204,607.3672333333333,593.43315,609.1680166666666,measured_current_mpc,ideal_piecewise_constant_current_slot,609.1680166666666,15.734866666666676,0.0,1.8007833333333565,0.0,0.0,0.0,0.0,607.3672333333333,0.0,0.0,0.0,0.0
D,2025-04-22,18,0,18,2043.3305245042204,2043.3305245042204,614.6433333333332,610.7065333333333,606.685,measured_current_mpc,ideal_piecewise_constant_current_slot,606.685,-4.021533333333309,0.0,0.0,0.0,0.0,0.0,0.0,606.685,7.9583333333332575,7.9583333333332575,0.0,0.0
D,2025-04-22,19,0,17,2043.3305245042204,2043.3305245042204,633.2869666666666,605.9873666666666,584.70625,measured_current_mpc,ideal_piecewise_constant_current_slot,584.70625,-21.281116666666662,0.0,0.0,0.0,0.0,0.0,0.0,584.70625,48.5807166666666,48.5807166666666,0.0,0.0
D,2025-04-22,20,0,16,2043.3305245042204,2043.3305245042204,636.4558333333333,582.1890166666666,583.6409666666666,measured_current_mpc,ideal_piecewise_constant_current_slot,583.6409666666666,1.4519500000000107,0.0,0.0,0.0,0.0,0.0,0.0,583.6409666666666,52.81486666666672,52.81486666666672,0.0,0.0
D,2025-04-22,21,0,15,2043.3305245042204,2016.9307765045812,584.3199999999999,584.9069499999999,609.365,measured_current_mpc,ideal_piecewise_constant_current_slot,609.365,24.45805000000007,0.0,25.045000000000073,0.0,0.0,0.0,0.0,584.3199999999999,0.0,0.0,0.0,0.0
